2025-01-17 22:52:36 INFO::Writing function arguments to log file
2025-01-17 22:52:36 DEBUG::Function arguments
2025-01-17 22:52:36 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin
2025-01-17 22:52:36 DEBUG::Min Abundance: 0.000000
2025-01-17 22:52:36 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:52:36 DEBUG::Normalization: NONE
2025-01-17 22:52:36 DEBUG::Transform: LOG
2025-01-17 22:52:36 DEBUG::Analysis method: LM
2025-01-17 22:52:36 DEBUG::Max significance: 0.250000
2025-01-17 22:52:36 DEBUG::Random effects:
2025-01-17 22:52:36 DEBUG::Fixed effects: Group
2025-01-17 22:52:36 DEBUG::Correction method: BH
2025-01-17 22:52:36 DEBUG::Standardize: TRUE
2025-01-17 22:52:36 DEBUG::Cores: 1
2025-01-17 22:52:36 INFO::Verifying options selected are valid
2025-01-17 22:52:36 INFO::Determining format of input files
2025-01-17 22:52:36 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:52:36 DEBUG::A total of 2 samples were found in both the data and metadata
2025-01-17 22:52:36 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:52:38 WARNING::Fitting problem for feature 59 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 60, Collinsella_SGB14861
2025-01-17 22:52:38 WARNING::Fitting problem for feature 60 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 61, Lacrimispora_celerecrescens
2025-01-17 22:52:38 WARNING::Fitting problem for feature 61 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 62, Roseburia_sp_AM16_25
2025-01-17 22:52:38 WARNING::Fitting problem for feature 62 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 63, Clostridium_sp_AF36_4
2025-01-17 22:52:38 WARNING::Fitting problem for feature 63 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 64, Oscillospiraceae_bacterium_Marseille_Q3528
2025-01-17 22:52:38 WARNING::Fitting problem for feature 64 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 65, Coprococcus_catus
2025-01-17 22:52:38 WARNING::Fitting problem for feature 65 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 66, Butyricicoccus_sp_AM29_23AC
2025-01-17 22:52:38 WARNING::Fitting problem for feature 66 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 67, Dorea_sp_AF24_7LB
2025-01-17 22:52:38 WARNING::Fitting problem for feature 67 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 68, GGB2982_SGB3964
2025-01-17 22:52:38 WARNING::Fitting problem for feature 68 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 69, Faecalibacterium_SGB15346
2025-01-17 22:52:38 WARNING::Fitting problem for feature 69 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 70, Catenibacterium_SGB4425
2025-01-17 22:52:38 WARNING::Fitting problem for feature 70 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 71, Clostridium_saudiense
2025-01-17 22:52:38 WARNING::Fitting problem for feature 71 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 72, GGB80011_SGB15267
2025-01-17 22:52:38 WARNING::Fitting problem for feature 72 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 73, Blautia_massiliensis
2025-01-17 22:52:38 WARNING::Fitting problem for feature 73 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 74, Blautia_glucerasea
2025-01-17 22:52:38 WARNING::Fitting problem for feature 74 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 75, Agathobaculum_butyriciproducens
2025-01-17 22:52:38 WARNING::Fitting problem for feature 75 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 76, Turicibacter_bilis
2025-01-17 22:52:38 WARNING::Fitting problem for feature 76 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 77, GGB79734_SGB15291
2025-01-17 22:52:38 WARNING::Fitting problem for feature 77 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 78, Blautia_luti
2025-01-17 22:52:38 WARNING::Fitting problem for feature 78 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 79, Oscillibacter_sp_ER4
2025-01-17 22:52:38 WARNING::Fitting problem for feature 79 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 80, Clostridiales_Family_XIII_bacterium_BX16
2025-01-17 22:52:38 WARNING::Fitting problem for feature 80 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 81, GGB9713_SGB15249
2025-01-17 22:52:38 WARNING::Fitting problem for feature 81 returning NA
2025-01-17 22:52:38 INFO::Fitting model to feature number 82, Roseburia_sp_AF02_12
2025-01-17 22:52:39 WARNING::Fitting problem for feature 82 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 83, GGB9602_SGB15031
2025-01-17 22:52:39 WARNING::Fitting problem for feature 83 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 84, Dorea_sp_AF36_15AT
2025-01-17 22:52:39 WARNING::Fitting problem for feature 84 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 85, Romboutsia_timonensis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 85 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 86, GGB9559_SGB14969
2025-01-17 22:52:39 WARNING::Fitting problem for feature 86 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 87, Lachnospiraceae_bacterium_Marseille_Q4251
2025-01-17 22:52:39 WARNING::Fitting problem for feature 87 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 88, Bifidobacterium_longum
2025-01-17 22:52:39 WARNING::Fitting problem for feature 88 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 89, GGB9634_SGB15093
2025-01-17 22:52:39 WARNING::Fitting problem for feature 89 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 90, Roseburia_intestinalis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 90 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 91, GGB9760_SGB15374
2025-01-17 22:52:39 WARNING::Fitting problem for feature 91 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 92, Bifidobacterium_adolescentis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 92 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 93, Ruminococcus_callidus
2025-01-17 22:52:39 WARNING::Fitting problem for feature 93 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 94, Collinsella_aerofaciens
2025-01-17 22:52:39 WARNING::Fitting problem for feature 94 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 95, Gemmiger_formicilis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 95 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 96, Bacteroides_thetaiotaomicron
2025-01-17 22:52:39 WARNING::Fitting problem for feature 96 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 97, GGB9760_SGB15373
2025-01-17 22:52:39 WARNING::Fitting problem for feature 97 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 98, Senegalimassilia_anaerobia
2025-01-17 22:52:39 WARNING::Fitting problem for feature 98 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 99, GGB34797_SGB14322
2025-01-17 22:52:39 WARNING::Fitting problem for feature 99 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 100, Ellagibacter_isourolithinifaciens
2025-01-17 22:52:39 WARNING::Fitting problem for feature 100 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 101, Slackia_isoflavoniconvertens
2025-01-17 22:52:39 WARNING::Fitting problem for feature 101 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 102, Streptococcus_parasanguinis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 102 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 103, GGB9627_SGB15081
2025-01-17 22:52:39 WARNING::Fitting problem for feature 103 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 104, Collinsella_SGB4121
2025-01-17 22:52:39 WARNING::Fitting problem for feature 104 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 105, Veillonella_dispar
2025-01-17 22:52:39 WARNING::Fitting problem for feature 105 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 106, Veillonella_parvula
2025-01-17 22:52:39 WARNING::Fitting problem for feature 106 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 107, Faecalibacterium_SGB15315
2025-01-17 22:52:39 WARNING::Fitting problem for feature 107 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 108, Gemmiger_SGB15295
2025-01-17 22:52:39 WARNING::Fitting problem for feature 108 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 109, Phocaeicola_SGB6473
2025-01-17 22:52:39 WARNING::Fitting problem for feature 109 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 110, Dysosmobacter_welbionis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 110 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 111, Clostridium_leptum
2025-01-17 22:52:39 WARNING::Fitting problem for feature 111 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 112, Eggerthella_lenta
2025-01-17 22:52:39 WARNING::Fitting problem for feature 112 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 113, GGB3278_SGB4328
2025-01-17 22:52:39 WARNING::Fitting problem for feature 113 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 114, GGB3304_SGB4367
2025-01-17 22:52:39 WARNING::Fitting problem for feature 114 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 115, Anaerobutyricum_soehngenii
2025-01-17 22:52:39 WARNING::Fitting problem for feature 115 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 116, Enterococcus_faecium
2025-01-17 22:52:39 WARNING::Fitting problem for feature 116 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 117, Faecalibacillus_faecis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 117 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 118, Clostridium_sp_NSJ_42
2025-01-17 22:52:39 WARNING::Fitting problem for feature 118 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 119, Ruthenibacterium_lactatiformans
2025-01-17 22:52:39 WARNING::Fitting problem for feature 119 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 120, GGB47687_SGB2286
2025-01-17 22:52:39 WARNING::Fitting problem for feature 120 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 121, Clostridium_scindens
2025-01-17 22:52:39 WARNING::Fitting problem for feature 121 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 122, GGB9719_SGB15272
2025-01-17 22:52:39 WARNING::Fitting problem for feature 122 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 123, Clostridium_SGB6179
2025-01-17 22:52:39 WARNING::Fitting problem for feature 123 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 124, GGB9593_SGB15015
2025-01-17 22:52:39 WARNING::Fitting problem for feature 124 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 125, Anaeromassilibacillus_sp_An250
2025-01-17 22:52:39 WARNING::Fitting problem for feature 125 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 126, Eubacterium_sp_AF34_35BH
2025-01-17 22:52:39 WARNING::Fitting problem for feature 126 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 127, Parabacteroides_goldsteinii
2025-01-17 22:52:39 WARNING::Fitting problem for feature 127 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 128, Blautia_faecicola
2025-01-17 22:52:39 WARNING::Fitting problem for feature 128 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 129, Adlercreutzia_equolifaciens
2025-01-17 22:52:39 WARNING::Fitting problem for feature 129 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 130, Evtepia_gabavorous
2025-01-17 22:52:39 WARNING::Fitting problem for feature 130 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 131, Ruminococcus_gnavus
2025-01-17 22:52:39 WARNING::Fitting problem for feature 131 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 132, Eisenbergiella_massiliensis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 132 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 133, Clostridia_bacterium_UC5_1_1D1
2025-01-17 22:52:39 WARNING::Fitting problem for feature 133 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 134, Blautia_stercoris
2025-01-17 22:52:39 WARNING::Fitting problem for feature 134 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 135, Parabacteroides_johnsonii
2025-01-17 22:52:39 WARNING::Fitting problem for feature 135 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 136, Turicibacter_sanguinis
2025-01-17 22:52:39 WARNING::Fitting problem for feature 136 returning NA
2025-01-17 22:52:39 INFO::Fitting model to feature number 137, Alistipes_dispar
2025-01-17 22:52:39 WARNING::Fitting problem for feature 137 returning NA
2025-01-17 22:52:39 INFO::Counting total values for each feature
2025-01-17 22:52:39 INFO::Writing residuals to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin/residuals.rds
2025-01-17 22:52:39 INFO::Writing fitted values to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin/fitted.rds
2025-01-17 22:52:39 INFO::Writing all results to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin/all_results.tsv
2025-01-17 22:52:40 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin/significant_results.tsv
2025-01-17 22:52:40 INFO::Writing heatmap of significant results to file: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin/heatmap.pdf
2025-01-17 22:52:40 INFO::Writing association plots (one for each significant association) to output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.5/US-CRC-2_MaAslin
