"Comparison" "Taxa" "Method" "Group" "LDA" "P.unadj" "P.adj" "Significance"
"NA|NA|NA|NA|NA|NA|Clostridium_fessum|Clostridium_fessum" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridium_fessum|Clostridium_fessum" "LEfSe" "CTR" 2.6265275969122 0.0199646687981759 0.0199646687981759 "*"
"NA|NA|NA|NA|NA|NA|Desulfovibrio_piger|Desulfovibrio_piger" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Desulfovibrio_piger|Desulfovibrio_piger" "LEfSe" "ADA" 2.6136951549668 0.0142297432793758 0.0142297432793758 "*"
"NA|NA|NA|NA|NA|NA|Megasphaera_micronuciformis|Megasphaera_micronuciformis" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Megasphaera_micronuciformis|Megasphaera_micronuciformis" "LEfSe" "ADA" 2.61108870369907 0.0279922147923005 0.0279922147923005 "*"
"NA|NA|NA|NA|NA|NA|Bacteroides_finegoldii|Bacteroides_finegoldii" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Bacteroides_finegoldii|Bacteroides_finegoldii" "LEfSe" "ADA" 2.53170655873533 0.0236286136152051 0.0236286136152051 "*"
"NA|NA|NA|NA|NA|NA|Erysipelatoclostridium_ramosum|Erysipelatoclostridium_ramosum" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Erysipelatoclostridium_ramosum|Erysipelatoclostridium_ramosum" "LEfSe" "ADA" 2.50213862069129 0.000667807955596763 0.000667807955596763 "***"
"NA|NA|NA|NA|NA|NA|Butyricimonas_SGB15260|Butyricimonas_SGB15260" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Butyricimonas_SGB15260|Butyricimonas_SGB15260" "LEfSe" "ADA" 2.50170812939315 0.0156531616362706 0.0156531616362706 "*"
"NA|NA|NA|NA|NA|NA|Bacteroides_xylanisolvens|Bacteroides_xylanisolvens" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Bacteroides_xylanisolvens|Bacteroides_xylanisolvens" "LEfSe" "CTR" 2.46984263646042 0.0362820962416161 0.0362820962416161 "*"
"NA|NA|NA|NA|NA|NA|GGB47687_SGB2286|GGB47687_SGB2286" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB47687_SGB2286|GGB47687_SGB2286" "LEfSe" "ADA" 2.4580663538328 0.0493512630327349 0.0493512630327349 "*"
"NA|NA|NA|NA|NA|NA|GGB9512_SGB14909|GGB9512_SGB14909" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB9512_SGB14909|GGB9512_SGB14909" "LEfSe" "ADA" 2.45659554976091 0.0274272942935401 0.0274272942935401 "*"
"NA|NA|NA|NA|NA|NA|Blautia_producta|Blautia_producta" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Blautia_producta|Blautia_producta" "LEfSe" "ADA" 2.43606618765321 0.00152094132574761 0.00152094132574761 "**"
"NA|NA|NA|NA|NA|NA|Clostridium_leptum|Clostridium_leptum" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridium_leptum|Clostridium_leptum" "LEfSe" "CTR" 2.41420732102274 0.0239570888050637 0.0239570888050637 "*"
"NA|NA|NA|NA|NA|NA|GGB9712_SGB15244|GGB9712_SGB15244" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB9712_SGB15244|GGB9712_SGB15244" "LEfSe" "ADA" 2.40913320505817 0.0207927664667717 0.0207927664667717 "*"
"NA|NA|NA|NA|NA|NA|Paraprevotella_clara|Paraprevotella_clara" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Paraprevotella_clara|Paraprevotella_clara" "LEfSe" "ADA" 2.40625390732963 0.0195239427885992 0.0195239427885992 "*"
"NA|NA|NA|NA|NA|NA|Clostridium_SGB4750|Clostridium_SGB4750" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridium_SGB4750|Clostridium_SGB4750" "LEfSe" "CTR" 2.38433813317104 0.000128104138174167 0.000128104138174167 "***"
"NA|NA|NA|NA|NA|NA|Enterococcus_faecalis|Enterococcus_faecalis" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Enterococcus_faecalis|Enterococcus_faecalis" "LEfSe" "ADA" 2.37329238891255 0.0202464729686439 0.0202464729686439 "*"
"NA|NA|NA|NA|NA|NA|Bacteroides_salyersiae|Bacteroides_salyersiae" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Bacteroides_salyersiae|Bacteroides_salyersiae" "LEfSe" "ADA" 2.37313407335075 0.0325090450623165 0.0325090450623165 "*"
"NA|NA|NA|NA|NA|NA|GGB3614_SGB4886|GGB3614_SGB4886" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB3614_SGB4886|GGB3614_SGB4886" "LEfSe" "ADA" 2.31092929725911 0.00147028956769161 0.00147028956769161 "**"
"NA|NA|NA|NA|NA|NA|Alistipes_sp_AF17_16|Alistipes_sp_AF17_16" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Alistipes_sp_AF17_16|Alistipes_sp_AF17_16" "LEfSe" "ADA" 2.29604092572633 0.0339604853482064 0.0339604853482064 "*"
"NA|NA|NA|NA|NA|NA|GGB9619_SGB15067|GGB9619_SGB15067" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB9619_SGB15067|GGB9619_SGB15067" "LEfSe" "ADA" 2.29580313153061 0.0299069788281584 0.0299069788281584 "*"
"NA|NA|NA|NA|NA|NA|Clostridia_bacterium_UC5_1_1D1|Clostridia_bacterium_UC5_1_1D1" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridia_bacterium_UC5_1_1D1|Clostridia_bacterium_UC5_1_1D1" "LEfSe" "CTR" 2.29296392710004 0.00118381904249345 0.00118381904249345 "**"
"NA|NA|NA|NA|NA|NA|Bacteroides_cellulosilyticus|Bacteroides_cellulosilyticus" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Bacteroides_cellulosilyticus|Bacteroides_cellulosilyticus" "LEfSe" "ADA" 2.28973313402869 0.00490609990612351 0.00490609990612351 "**"
"NA|NA|NA|NA|NA|NA|Clostridium_sp_AM33_3|Clostridium_sp_AM33_3" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridium_sp_AM33_3|Clostridium_sp_AM33_3" "LEfSe" "ADA" 2.27778372540266 0.0336046432627215 0.0336046432627215 "*"
"NA|NA|NA|NA|NA|NA|Merdimonas_faecis|Merdimonas_faecis" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Merdimonas_faecis|Merdimonas_faecis" "LEfSe" "ADA" 2.27721740949149 0.000884981591628663 0.000884981591628663 "***"
"NA|NA|NA|NA|NA|NA|GGB9642_SGB15119|GGB9642_SGB15119" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB9642_SGB15119|GGB9642_SGB15119" "LEfSe" "ADA" 2.27405324286623 0.00177176929982226 0.00177176929982226 "**"
"NA|NA|NA|NA|NA|NA|Haemophilus_parainfluenzae|Haemophilus_parainfluenzae" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Haemophilus_parainfluenzae|Haemophilus_parainfluenzae" "LEfSe" "CTR" 2.24939242950386 0.0247390903384597 0.0247390903384597 "*"
"NA|NA|NA|NA|NA|NA|Collinsella_SGB4121|Collinsella_SGB4121" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Collinsella_SGB4121|Collinsella_SGB4121" "LEfSe" "CTR" 2.24045933194634 0.00280319950488113 0.00280319950488113 "**"
"NA|NA|NA|NA|NA|NA|Clostridium_sp_AF27_2AA|Clostridium_sp_AF27_2AA" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridium_sp_AF27_2AA|Clostridium_sp_AF27_2AA" "LEfSe" "ADA" 2.22519557445289 0.0262829121940003 0.0262829121940003 "*"
"NA|NA|NA|NA|NA|NA|Alistipes_indistinctus|Alistipes_indistinctus" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Alistipes_indistinctus|Alistipes_indistinctus" "LEfSe" "ADA" 2.20631034060389 0.0454866969538507 0.0454866969538507 "*"
"NA|NA|NA|NA|NA|NA|Eisenbergiella_tayi|Eisenbergiella_tayi" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Eisenbergiella_tayi|Eisenbergiella_tayi" "LEfSe" "ADA" 2.19907867759372 0.0344663419021177 0.0344663419021177 "*"
"NA|NA|NA|NA|NA|NA|Clostridiales_bacterium_KLE1615|Clostridiales_bacterium_KLE1615" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Clostridiales_bacterium_KLE1615|Clostridiales_bacterium_KLE1615" "LEfSe" "CTR" 2.17802923108449 0.012026752573219 0.012026752573219 "*"
"NA|NA|NA|NA|NA|NA|Dysosmobacter_sp_NSJ_60|Dysosmobacter_sp_NSJ_60" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Dysosmobacter_sp_NSJ_60|Dysosmobacter_sp_NSJ_60" "LEfSe" "CTR" 2.13128022336146 0.00501563622624257 0.00501563622624257 "**"
"NA|NA|NA|NA|NA|NA|Eggerthella_lenta|Eggerthella_lenta" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Eggerthella_lenta|Eggerthella_lenta" "LEfSe" "CTR" 2.12973024022056 0.0107240116809138 0.0107240116809138 "*"
"NA|NA|NA|NA|NA|NA|Gemmiger_SGB15299|Gemmiger_SGB15299" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Gemmiger_SGB15299|Gemmiger_SGB15299" "LEfSe" "ADA" 2.12550747700819 0.0099261564323581 0.0099261564323581 "**"
"NA|NA|NA|NA|NA|NA|GGB33469_SGB15236|GGB33469_SGB15236" "ADA - CTR" "NA|NA|NA|NA|NA|NA|GGB33469_SGB15236|GGB33469_SGB15236" "LEfSe" "ADA" 2.09544077426744 0.029823663481726 0.029823663481726 "*"
"NA|NA|NA|NA|NA|NA|Ruminococcus_callidus|Ruminococcus_callidus" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Ruminococcus_callidus|Ruminococcus_callidus" "LEfSe" "ADA" 2.04360278218689 0.0230240878312535 0.0230240878312535 "*"
"NA|NA|NA|NA|NA|NA|Lachnospiraceae_bacterium_Marseille_Q4251|Lachnospiraceae_bacterium_Marseille_Q4251" "ADA - CTR" "NA|NA|NA|NA|NA|NA|Lachnospiraceae_bacterium_Marseille_Q4251|Lachnospiraceae_bacterium_Marseille_Q4251" "LEfSe" "CTR" 1.76244686541088 0.016281666056524 0.016281666056524 "*"
