2025-01-17 22:12:51 INFO::Writing function arguments to log file
2025-01-17 22:12:51 DEBUG::Function arguments
2025-01-17 22:12:51 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin
2025-01-17 22:12:51 DEBUG::Min Abundance: 0.000000
2025-01-17 22:12:51 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:12:51 DEBUG::Normalization: NONE
2025-01-17 22:12:51 DEBUG::Transform: LOG
2025-01-17 22:12:51 DEBUG::Analysis method: LM
2025-01-17 22:12:51 DEBUG::Max significance: 0.250000
2025-01-17 22:12:51 DEBUG::Random effects:
2025-01-17 22:12:51 DEBUG::Fixed effects: Group
2025-01-17 22:12:51 DEBUG::Correction method: BH
2025-01-17 22:12:51 DEBUG::Standardize: TRUE
2025-01-17 22:12:51 DEBUG::Cores: 1
2025-01-17 22:12:51 INFO::Verifying options selected are valid
2025-01-17 22:12:51 INFO::Determining format of input files
2025-01-17 22:12:51 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:12:51 DEBUG::A total of 4 samples were found in both the data and metadata
2025-01-17 22:12:51 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:12:54 INFO::Fitting model to feature number 166, Blautia_stercoris
2025-01-17 22:12:54 WARNING::Fitting problem for feature 166 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 167, Bacteroides_intestinalis
2025-01-17 22:12:54 WARNING::Fitting problem for feature 167 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 168, GGB79973_SGB14341
2025-01-17 22:12:54 WARNING::Fitting problem for feature 168 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 169, Enterobacter_hormaechei
2025-01-17 22:12:54 WARNING::Fitting problem for feature 169 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 170, Sanguibacter_SGB15121
2025-01-17 22:12:54 WARNING::Fitting problem for feature 170 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 171, Vescimonas_SGB15087
2025-01-17 22:12:54 WARNING::Fitting problem for feature 171 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 172, Sellimonas_intestinalis
2025-01-17 22:12:54 WARNING::Fitting problem for feature 172 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 173, GGB3363_SGB4447
2025-01-17 22:12:54 WARNING::Fitting problem for feature 173 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 174, Clostridia_bacterium_UC5_1_1E11
2025-01-17 22:12:54 WARNING::Fitting problem for feature 174 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 175, Blautia_producta
2025-01-17 22:12:54 WARNING::Fitting problem for feature 175 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 176, Monoglobus_pectinilyticus
2025-01-17 22:12:54 WARNING::Fitting problem for feature 176 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 177, Ruminococcus_SGB4421
2025-01-17 22:12:54 WARNING::Fitting problem for feature 177 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 178, Megamonas_funiformis
2025-01-17 22:12:54 WARNING::Fitting problem for feature 178 returning NA
2025-01-17 22:12:54 INFO::Fitting model to feature number 179, Klebsiella_variicola
2025-01-17 22:12:54 WARNING::Fitting problem for feature 179 returning NA
2025-01-17 22:12:54 INFO::Counting total values for each feature
2025-01-17 22:12:54 INFO::Writing residuals to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin/residuals.rds
2025-01-17 22:12:54 INFO::Writing fitted values to file G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin/fitted.rds
2025-01-17 22:12:54 INFO::Writing all results to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin/all_results.tsv
2025-01-17 22:12:54 INFO::Writing the significant results (those which are less than or equal to the threshold of 0.250000 ) to file (ordered by increasing q-values): G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin/significant_results.tsv
2025-01-17 22:12:54 INFO::Writing heatmap of significant results to file: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin/heatmap.pdf
2025-01-17 22:12:54 INFO::Writing association plots (one for each significant association) to output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.2/US-CRC-2_MaAslin
