,Unnamed: 0,target_study,Meta_iTL_all_cohort_lefse,Meta_iTL_all_cohort_MaAsLin,Meta_iTL_all_cohort_Ancom,FR-CRC_lefse,FR-CRC_MaAsLin,FR-CRC_Ancom,AT-CRC_lefse,AT-CRC_MaAsLin,AT-CRC_Ancom,ITA-CRC_lefse,ITA-CRC_MaAsLin,ITA-CRC_Ancom,JPN-CRC_lefse,JPN-CRC_MaAsLin,JPN-CRC_Ancom,US-CRC-2_lefse,US-CRC-2_MaAsLin,US-CRC-2_Ancom,US-CRC-3_lefse,US-CRC-3_MaAsLin,US-CRC-3_Ancom,CHN_WF-CRC_lefse,CHN_WF-CRC_MaAsLin,CHN_WF-CRC_Ancom,CHN_SH-CRC-2_lefse,CHN_SH-CRC-2_MaAsLin,CHN_SH-CRC-2_Ancom,Feature
11,11,,Coprococcus_eutactus,Blautia_hansenii,Coprococcus_catus,GGB9767_SGB15385,,,Parasutterella_excrementihominis,Clostridium_sp_NSJ_42,,GGB9512_SGB14909,GGB34797_SGB14322,,Flavonifractor_plautii,Paraprevotella_clara,,,,,Clostridium_sp_AF27_2AA,Lachnospiraceae_bacterium,,Desulfovibrio_SGB5076,Parabacteroides_goldsteinii,,Holdemania_filiformis,Bacteroides_stercoris,,GGB9767_SGB15385
12,12,,Phascolarctobacterium_faecium,Enterocloster_clostridioformis,GGB9699_SGB15216,,,,Haemophilus_parainfluenzae,GGB1495_SGB2071,,Butyricimonas_faecihominis,Ruminococcus_sp_AF41_9,,Eubacterium_SGB6276,Clostridium_sp_AF12_28,,,,,Eubacterium_sp_AF34_35BH,Mesosutterella_multiformis,,GGB3363_SGB4447,,,Clostridium_sp_AF27_2AA,Roseburia_intestinalis,,Phocaeicola_vulgatus
13,13,,Collinsella_aerofaciens,Clostridium_sp_AF20_17LB,Bacteroides_thetaiotaomicron,,,,Clostridium_sp_AF27_2AA,Streptococcus_thermophilus,,Blautia_SGB4815,GGB9616_SGB15051,,GGB4578_SGB6328,GGB9359_SGB14334,,,,,Hydrogenoanaerobacterium_saccharovorans,Roseburia_intestinalis,,Enterocloster_aldenensis,,,Streptococcus_australis,Clostridium_scindens,,Prevotella_copri_clade_A
14,14,,Waltera_intestinalis,Ruminococcus_callidus,Bacteroides_fragilis,,,,,GGB4578_SGB6328,,GGB9616_SGB15051,Butyricimonas_faecihominis,,Holdemanella_porci,Faecalibacterium_SGB15346,,,,,GGB9619_SGB15067,Bacteroides_xylanisolvens,,Evtepia_gabavorous,,,,,,Bacteroides_ovatus
15,15,,Anaerobutyricum_hallii,Phascolarctobacterium_succinatutens,Flavonifractor_plautii,,,,,Clostridium_sp_AF27_2AA,,Lachnospiraceae_bacterium_BX3,GGB3819_SGB5184,,Faecalimonas_umbilicata,GGB2653_SGB3574,,,,,,Butyricicoccus_sp_AM29_23AC,,,,,,,,Phascolarctobacterium_faecium
16,16,,GGB3304_SGB4367,Enterobacter_hormaechei,Dysosmobacter_welbionis,,,,,Bacteroides_fragilis,,Ruminococcus_sp_AF41_9,Alistipes_dispar,,Bacteroides_cellulosilyticus,GGB79734_SGB15291,,,,,,Faecalibacterium_SGB15346,,,,,,,,Blautia_producta
17,17,,Blautia_obeum,Bacteroides_faecis,Enterocloster_aldenensis,,,,,,,Streptococcus_thermophilus,,,Megasphaera_sp_NM10,Holdemanella_porci,,,,,,Parabacteroides_distasonis,,,,,,,,Senegalimassilia_anaerobia
18,18,,Clostridiaceae_unclassified_SGB15090,Ruminococcus_gnavus,Enterocloster_bolteae,,,,,,,GGB3819_SGB5184,,,GGB80011_SGB15265,GGB80011_SGB15265,,,,,,Bacteroides_cellulosilyticus,,,,,,,,Bacteroides_stercoris
19,19,,Eubacterium_rectale,Eubacterium_rectale,Erysipelatoclostridium_ramosum,,,,,,,Clostridiales_Family_XIII_bacterium_BX16,,,Clostridiales_bacterium_KLE1615,Flavonifractor_plautii,,,,,,,,,,,,,,Clostridium_sp_AF27_2AA
20,20,,Bacteroides_xylanisolvens,GGB3277_SGB4327,Ruminococcus_gnavus,,,,,,,Desulfovibrio_SGB5076,,,Waltera_intestinalis,Butyricimonas_faecihominis,,,,,,,,,,,,,,Bacteroides_fragilis
21,21,,Bacteroides_fragilis,Clostridium_sp_AM49_4BH,Blautia_producta,,,,,,,Veillonella_atypica,,,Lacrimispora_amygdalina,Clostridiales_bacterium_Choco116,,,,,,,,,,,,,,Alistipes_indistinctus
22,22,,Fusicatenibacter_saccharivorans,GGB9636_SGB15107,Enterocloster_clostridioformis,,,,,,,,,,Blautia_obeum,Waltera_intestinalis,,,,,,,,,,,,,,Blautia_hansenii
23,23,,GGB80011_SGB15265,Clostridiaceae_unclassified_SGB4771,,,,,,,,,,,GGB9699_SGB15216,Ruminococcus_callidus,,,,,,,,,,,,,,Enterocloster_clostridioformis
24,24,,Dorea_longicatena,GGB9712_SGB15244,,,,,,,,,,,Enterocloster_clostridioformis,Butyricicoccus_SGB14990,,,,,,,,,,,,,,Clostridium_sp_AF20_17LB
25,25,,GGB9636_SGB15107,Clostridium_sp_NSJ_42,,,,,,,,,,,Eggerthella_lenta,Eubacterium_rectale,,,,,,,,,,,,,,Ruminococcus_callidus
26,26,,Faecalimonas_umbilicata,Clostridiaceae_unclassified_SGB15090,,,,,,,,,,,Butyricicoccus_SGB14990,Phocaeicola_vulgatus,,,,,,,,,,,,,,Phascolarctobacterium_succinatutens
27,27,,Gemmiger_formicilis,Clostridiales_bacterium_Choco116,,,,,,,,,,,GGB14025_SGB14906,Alistipes_putredinis,,,,,,,,,,,,,,Enterobacter_hormaechei
28,28,,Coprococcus_comes,Clostridia_bacterium_UC5_1_1E11,,,,,,,,,,,Anaerobutyricum_soehngenii,Roseburia_faecis,,,,,,,,,,,,,,Bacteroides_faecis
29,29,,GGB9699_SGB15216,Anaerostipes_caccae,,,,,,,,,,,Erysipelatoclostridium_ramosum,Clostridiales_bacterium_KLE1615,,,,,,,,,,,,,,Ruminococcus_gnavus
30,30,,Blautia_faecis,Clostridiaceae_bacterium_Marseille_Q3526,,,,,,,,,,,Ruminococcus_callidus,Dorea_sp_AF24_7LB,,,,,,,,,,,,,,Eubacterium_rectale
31,31,,Butyricimonas_SGB15260,,,,,,,,,,,,Butyricicoccus_sp_AM29_23AC,Lacrimispora_amygdalina,,,,,,,,,,,,,,GGB3277_SGB4327
32,32,,Eubacterium_SGB6276,,,,,,,,,,,,Enterocloster_aldenensis,Desulfovibrio_piger,,,,,,,,,,,,,,Clostridium_sp_AM49_4BH
33,33,,Alistipes_shahii,,,,,,,,,,,,Alistipes_sp_AF17_16,Oscillibacter_sp_ER4,,,,,,,,,,,,,,GGB9636_SGB15107
34,34,,GGB47687_SGB2286,,,,,,,,,,,,Vescimonas_coprocola,GGB9699_SGB15216,,,,,,,,,,,,,,Clostridiaceae_unclassified_SGB4771
35,35,,GGB9635_SGB15106,,,,,,,,,,,,Clostridiales_bacterium_Choco116,Gemmiger_formicilis,,,,,,,,,,,,,,GGB9712_SGB15244
36,36,,GGB79734_SGB15291,,,,,,,,,,,,Roseburia_sp_AM16_25,Bacteroides_fragilis,,,,,,,,,,,,,,Clostridium_sp_NSJ_42
37,37,,Enterocloster_bolteae,,,,,,,,,,,,GGB9619_SGB15067,Senegalimassilia_anaerobia,,,,,,,,,,,,,,Clostridiales_bacterium_Choco116
38,38,,Flavonifractor_plautii,,,,,,,,,,,,Streptococcus_australis,Eggerthella_lenta,,,,,,,,,,,,,,Clostridia_bacterium_UC5_1_1E11
39,39,,Clostridium_sp_AM49_4BH,,,,,,,,,,,,GGB2653_SGB3574,Enterocloster_aldenensis,,,,,,,,,,,,,,Anaerostipes_caccae
40,40,,Ruminococcus_callidus,,,,,,,,,,,,Holdemania_filiformis,Streptococcus_australis,,,,,,,,,,,,,,Clostridiaceae_bacterium_Marseille_Q3526
41,41,,Blautia_massiliensis,,,,,,,,,,,,Senegalimassilia_anaerobia,Enterocloster_bolteae,,,,,,,,,,,,,,Bacteroides_uniformis
42,42,,GGB3278_SGB4328,,,,,,,,,,,,GGB9359_SGB14334,Clostridium_butyricum,,,,,,,,,,,,,,Coprococcus_comes
43,43,,GGB3653_SGB4964,,,,,,,,,,,,Intestinimonas_butyriciproducens,Anaeromassilibacillus_sp_An250,,,,,,,,,,,,,,Candidatus_Cibionibacter_quicibialis
44,44,,Blautia_caecimuris,,,,,,,,,,,,Clostridium_SGB6179,Blautia_faecicola,,,,,,,,,,,,,,Fusicatenibacter_saccharivorans
45,45,,GGB3256_SGB4303,,,,,,,,,,,,Clostridium_butyricum,Alistipes_sp_AF17_16,,,,,,,,,,,,,,Anaerobutyricum_hallii
46,46,,Adlercreutzia_equolifaciens,,,,,,,,,,,,Butyricimonas_faecihominis,Holdemania_filiformis,,,,,,,,,,,,,,Coprococcus_catus
47,47,,Collinsella_SGB14861,,,,,,,,,,,,GGB3653_SGB4964,GGB33512_SGB15201,,,,,,,,,,,,,,GGB9699_SGB15216
48,48,,GGB9712_SGB15244,,,,,,,,,,,,,Faecalimonas_umbilicata,,,,,,,,,,,,,,Bacteroides_thetaiotaomicron
49,49,,Alistipes_indistinctus,,,,,,,,,,,,,Enterocloster_clostridioformis,,,,,,,,,,,,,,Flavonifractor_plautii
50,50,,Dysosmobacter_welbionis,,,,,,,,,,,,,Megasphaera_sp_NM10,,,,,,,,,,,,,,Dysosmobacter_welbionis
51,51,,Enterobacter_hormaechei,,,,,,,,,,,,,Blautia_obeum,,,,,,,,,,,,,,Enterocloster_aldenensis
52,52,,Faecalibacillus_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocloster_bolteae
53,53,,Coprococcus_catus,,,,,,,,,,,,,,,,,,,,,,,,,,,Erysipelatoclostridium_ramosum
54,54,,Enterococcus_faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_wexlerae
55,55,,Erysipelatoclostridium_ramosum,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscillibacter_sp_ER4
56,56,,Gemmiger_SGB15299,,,,,,,,,,,,,,,,,,,,,,,,,,,Alistipes_putredinis
57,57,,GGB9512_SGB14909,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB1495_SGB2071
58,58,,Ruminococcus_sp_AF46_10NS,,,,,,,,,,,,,,,,,,,,,,,,,,,Streptococcus_thermophilus
59,59,,Blautia_sp_Marseille_P3087,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaerobutyricum_soehngenii
60,60,,Alistipes_ihumii,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_SGB4648
61,61,,Blautia_glucerasea,,,,,,,,,,,,,,,,,,,,,,,,,,,Odoribacter_splanchnicus
62,62,,Enterocloster_aldenensis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9627_SGB15081
63,63,,Clostridiales_Family_XIII_bacterium_BX16,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscillospiraceae_bacterium_Marseille_Q3528
64,64,,Dorea_sp_AF24_7LB,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasutterella_excrementihominis
65,65,,Blautia_sp_MSK_20_85,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemophilus_parainfluenzae
66,66,,Blautia_luti,,,,,,,,,,,,,,,,,,,,,,,,,,,Akkermansia_muciniphila
67,67,,Haemophilus_parainfluenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_massiliensis
68,68,,Senegalimassilia_anaerobia,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_faecis
69,69,,Lachnospiraceae_bacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorea_formicigenerans
70,70,,Blautia_hansenii,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiaceae_bacterium
71,71,,GGB3614_SGB4886,,,,,,,,,,,,,,,,,,,,,,,,,,,Alistipes_dispar
72,72,,GGB80140_SGB15224,,,,,,,,,,,,,,,,,,,,,,,,,,,Evtepia_gabavorous
73,73,,Dorea_sp_AF36_15AT,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9512_SGB14909
74,74,,Blautia_producta,,,,,,,,,,,,,,,,,,,,,,,,,,,Butyricimonas_faecihominis
75,75,,GGB9642_SGB15119,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_SGB4815
76,76,,Enterocloster_clostridioformis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9616_SGB15051
77,77,,Clostridium_sp_AF34_13,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachnospiraceae_bacterium_BX3
78,78,,GGB9608_SGB15041,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruminococcus_sp_AF41_9
79,79,,Clostridia_bacterium_UC5_1_1D1,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3819_SGB5184
80,80,,Clostridium_sp_AF36_4,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiales_Family_XIII_bacterium_BX16
81,81,,Faecalibacterium_SGB15315,,,,,,,,,,,,,,,,,,,,,,,,,,,Desulfovibrio_SGB5076
82,82,,Slackia_isoflavoniconvertens,,,,,,,,,,,,,,,,,,,,,,,,,,,Veillonella_atypica
83,83,,GGB33469_SGB15236,,,,,,,,,,,,,,,,,,,,,,,,,,,Faecalibacterium_SGB15346
84,84,,Lawsonibacter_asaccharolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraprevotella_clara
85,85,,Collinsella_SGB4121,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB79734_SGB15291
86,86,,Butyricicoccus_sp_AM29_23AC,,,,,,,,,,,,,,,,,,,,,,,,,,,Eubacterium_SGB6276
87,87,,Oscillospiraceae_bacterium_Marseille_Q3528,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB4578_SGB6328
88,88,,Eggerthella_lenta,,,,,,,,,,,,,,,,,,,,,,,,,,,Holdemanella_porci
89,89,,Lachnospiraceae_bacterium_AM48_27BH,,,,,,,,,,,,,,,,,,,,,,,,,,,Faecalimonas_umbilicata
90,90,,GGB9770_SGB15390,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacteroides_cellulosilyticus
91,91,,Enterocloster_citroniae,,,,,,,,,,,,,,,,,,,,,,,,,,,Megasphaera_sp_NM10
92,92,,Anaerostipes_caccae,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB80011_SGB15265
93,93,,Clostridiaceae_bacterium_Marseille_Q4145,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiales_bacterium_KLE1615
