"","SRR13836080","SRR13836083","SRR13836084","SRR13836072","SRR13836096","SRR13836087","SRR13836060","SRR13836071","SRR13836058","SRR13836094","SRR13836073","SRR13836091","SRR13836086","SRR13836066","SRR13836063","SRR13836092","SRR13836082","SRR13836074","SRR13836101","SRR13836064","SRR13836174","SRR13836161","SRR13836175","SRR13836156","SRR13836177","SRR13836164","SRR13836138","SRR13836131","SRR13836147","SRR13836176","SRR13836143","SRR13836148","SRR13836145","SRR13836160","SRR13836167","SRR13836137","SRR13836133","SRR13836155","SRR13836135","SRR13836142","SRR13836134","SRR13836172","SRR13836168","SRR13836154"
"Akkermansia_muciniphila",0.0614621087996028,0.00731909101336945,0,0,4.15714114275554e-05,5.21607422287423e-05,0,0.000336110383097215,0.000468147392653357,0.000172834314853019,0,0.108735834742602,0.000291414688873003,0,0.00786072701862445,0.152479466110534,0,0,0.0279321178786219,0.214960209983232,0.0500178205432034,0.00257945334595385,0.00811440321990691,0,0.0137640716997756,0,0.000672311515984174,0,0,0,0.0884928696647247,0,0,0.000168200333564762,0.000156410265049491,0.148667713800253,0,0.0448368336210459,0,0.00320663738848363,0,0.0246437441453305,0.0373192738847015,0.00068660027525867
"GGB3277_SGB4327",0.000709314891342038,0.00025127703852578,3.86644079289681e-05,0.00159818758008736,0,0,2.6093517344338e-05,0.596507079122579,0.000194774559445988,0,0.000203976921192529,0,0,0.000159166620550675,0,0,0.000162266792291352,0.090580386588608,0.027995420952982,0,0,0,0,0,0,0.699374514899912,0,0,0.0056322101869475,0,0.0275949005487915,0.0161982116612308,0,0,0.0179857613400693,0,0,0.0190639394868627,0,0,0,0.0175543905589591,0.00318872840874619,0
"Alistipes_putredinis",0.396421240178482,0.377325458210521,0.239430680020428,0.116890243121604,0.000384519444415475,0.482421115358653,0.00242970756474154,0.125451621347486,0.000891432419140622,0.00388400531900534,0.141802164863578,0.768106212505477,0.00212389989078484,0.0267877949237874,0.00418409918034573,0.0865790753204742,0.423761708054512,0.0560817180462767,0.275564752452821,0.131549703315244,0.0913048719628198,0.00230503308339927,0.320679373575928,0.163222714232138,0.011363505722271,0.4694736080029,0.137433656806736,0.00429120504895831,0.759561084026468,0.00418516674677595,0.290274786888098,0.00411084148177621,0.00675878808351051,0.00173598703490411,0.143796314191942,0.058004298642224,0.0030262722543265,1.45898323626569,0.0149602020852875,0.0976700354459399,0.000910861996491441,0.48073733615647,0.286782272695908,0.901675388495309
"Enterocloster_SGB14313",0,0.000874620215175872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350151647336411,0,0,0,0,0,0,0,0.0214483357129267,0,0.0116584873909517,0,0,0,0,0,0,0.0484534616557637,0,0,0,0,0,0.0273707313811289
"GGB9758_SGB15368",0,0,0.000820995599291006,0,0,0,0,0,0,9.91961199504749e-05,0,0,0,0,0,0,0,0,0.0930869401776625,0.00234391452301745,0.0604783528615415,0,0.0051573479778884,0,0.0402556335780258,0,0.000652691006329029,0.000348864065903384,0.0998559173312708,0,0.0625110181850594,0,6.83269823436754e-05,0,0.0144011724458314,0,0.0847697794709649,0,8.37812261414457e-05,0.000641276631564818,9.23867790942303e-06,0.0848690997206087,0.00090953588434849,0.00102418086645233
"Roseburia_inulinivorans",0.0017513023708445,0.00103375287996734,0.0162952457817144,0,0,0.00229004793828485,0,0.00175565985616847,0,0,0.0150705277830698,0.00678275351624701,0.00888604964602162,0.070298015921633,0.00153230434514436,0.00493588179387645,0.00777371702505606,0,0.00276396132586219,0.00595654074402424,0.0381064587552028,2.69738779841103e-05,0.00440327477075343,0.0023084710643918,0.0238033290438908,0.0215108059933493,0.00194525525191593,0.126815269415232,0.00288870247158935,0.00261735213539894,0.00241498620318701,0,0,0.00993503320350305,0.0633231431738875,0.00380703683182625,0.012793936563274,0.000287427996174142,0.000739461550752079,0.00424863996078743,0.00630321218412682,0.00409084839455652,0.0249263685747027,5.82065797915962e-05
"Ruminococcus_lactaris",0.0170234381851994,0,0.000480747965361368,0,0,0,0,0.0391175700632908,0,7.73822920342852e-05,0,0,0,0,0,0.00523503571356041,0,0,0.0459170479060285,0,0.00348825742651181,0,0.00213076498915625,0,0.000418123528471728,0,0,0.00264155138715745,0.000389189877339923,0,0.00608958689149337,0,0,0.00530951741951178,0.0168760899753629,0.0128350703124869,0.0353125719825142,0,0,0,0.0025130301273094,0,0.00487419114027159,0
"Bacteroides_xylanisolvens",0.0397246212848269,0.0157004625515773,0.00207939697867575,0.00235878293926265,0.0361525541857743,0.0802332245915381,0.000654803002327477,0.00021787627960014,1.46219979058958,0.457885311716475,0.00269985218506227,0.00847933117006714,0.00020435012256436,0.00259788471269528,0.492102802136908,0.0313730773409498,0.00514780366716257,0.0348721047277626,0.00736375388509411,0.0101712494275138,0.00653170932570205,0.000172677661282537,0.0377193394384394,0.00105362674273955,0.019365926050457,0.000357144286619772,0.00134584889823845,0.839354766416356,0.0107651259164565,0.00144981835095008,0.00364424350261917,0.000585668289966224,0.136834724025658,0.0660889822936606,0.00340565392390978,0.00215711584817847,0.0828043823652536,0.00021409810953147,0.00360627589359092,0.160508764075515,0.000352980124659923,0.0543803858787712,0.00961095011021162,0.0237397098324422
"Clostridium_sp_AM49_4BH",0,0.000214091063929594,0,0,0,0.00281670943441703,0,0.0170506209807009,0,0,0,0.00027865306916648,0,0,0,0.0122003104742206,0,0,0.000312891190580266,0.0410163538665241,0,0,0.0117337495904751,0,0.0154383990185448,0,0,0,0.00604093055306019,0,0.00136396224743623,0,0,0,0.0311891977408958,0.010917396802924,0,0,0,0,0,0,0.000364536954884891,0.00275556906072607
"Lachnospira_sp_NSJ_43",0,9.10236243153686e-05,0,0,0,0,0,0.0001156391553326,0,0,0.00589267528928665,0,0,0,0,0,0,0,0.000254218790331029,0.016518481562648,0.00118818756853905,0,0.00688757752581443,0,0,0.00120866310134421,0,0,2.84949600916461e-05,0,0.00652728503638842,0.00417926361909038,0,0.0137383506449782,0,0,0.000315044581916073,0,0,0.00265878636554256,0,0.0219243892881583,0,0
"GGB3256_SGB4303",0,0,0,0.00631473722214669,0,0.0780520653671988,0,0,0.00041594829157895,1.80315108285519e-05,0,0.000373506079480381,0.530666509765488,0,0,0.0270959888467308,0,0,0,0,0.0119030167706157,0,0.00611003229646368,0,0.252911946792083,9.66990484480672e-05,0.000367975122626892,0,0,0,0.0535513438711391,0,0,0.049947108115047,0.0641805688391756,0,0.0677194627373964,0,0,0,0,0,0,0
"Paraprevotella_clara",4.1959166390527e-05,0.0290757061149868,0.120997914133131,0.00184420089889802,0,0.0485228060634525,0,5.32449038046763e-06,0,0,0,0,0.0588262110443696,0.0624935391984201,0,0.00811406155754633,9.38737465288279e-05,0.000149331728054324,0,0.00402067080470041,0,1.13373795933442e-05,0,0,0,0,0,0.000136565116887735,7.2598866874968e-05,0,0.000182420608369059,8.43058447415184e-05,0.000236930022552357,0,0.0721937554623273,0.0132941062401564,2.67383652588344e-05,0,0.000246105544095276,0.000202664305678802,0.356303765061415,0,0.023506124623636,0
"Eubacterium_SGB6276",0,0.0064637307569994,0,0,0,0,0,0,0,0,0,0.000642411601616478,0,0,0,0,0,0,0.0433840231009576,0,0.00475453190703167,0,0.00409721256153792,0,0.00116190868159478,0.00345743260126287,0,0,0.0503617191706244,0,0.00838102589520879,0,0,8.01783677093578e-05,0.00558008200437218,0,0,0.0511769016106913,0,7.89811835354418e-06,0,0.00330555227313446,0,0.00295177405652991
"Clostridium_SGB4648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_ventriosum",0.0262260751524073,0.00030779300210012,0,0,0.00564613742382156,0.00327576503153442,0,0.00238704083121662,0,0,0.007662152980472,0.00378185334747588,0,0,0.00904089072640701,0.00023630265094131,0,0,0.00080401067060588,0,8.64246518015063e-05,0,0.0110050382811776,0,0.00215724984200931,0.0423986690507149,0,0.0190322266393712,0.00145904668260771,0.000341125636681943,0.0143430054127557,0.0997306855337816,2.10468962400399e-05,6.94783857792815e-06,0.0165305092486315,0.0294652301237162,0.00504772822742251,0.000341389170337424,0.00594518484422569,2.64717089780517e-05,0.00706900705199316,0.0485151694370595,0,0.000479875497789757
"GGB9345_SGB14311",0,0.000984079020592754,0,0,0,0,0,0,0,0,0,0.0120591719279049,0,0,0,0,0,0,0,0,0.00160389128794304,0,0,0,0,0,0,0,0.00173273494758519,0,0.00164867974276698,0,0,0,0,0,0,0,0,0,0,0,0.00372489399630612,0.00139419660269807
"Odoribacter_splanchnicus",0.0012507470823584,0.00590340766161713,0.00245053447700251,0,0,0.0147733152706615,0,0,0,0,0.00208206797613806,0.00200733667865223,0,0.00366691748970014,0.0618886644829559,0,0.00427353628304199,0.00966574818194047,0.0116036253440071,0.0185393641791316,0.00610858171797889,0.0235363016455735,0.00293379839224228,0.00317406069164983,0.0324031477417221,0.0530977435245709,0,0,0.00317763738711925,0,0.0577152492946413,0,0.0126014608971371,0.0661569290914864,0.00939321332851777,0.00404943478481211,0,0,0,0,0,0.00778519965348042,0.00552160718379476,0.0822296650864152
"Dorea_longicatena",0.120152820210482,0.0054232692792846,0.00354339597309808,0,7.38768644636403e-05,0.000355527619996613,0.00225962276497187,0,0,0.008716026012226,0.00240849862078661,0,0.00297701033903502,0,0,0.00455025900308435,5.17462599068987e-05,0.0022163304903556,0.00135101345128968,0.00860460580566511,0.00202350806018952,3.00626546289829e-05,0.00608717288304178,0.00162624385212923,0.000465967235946743,0.00431164661583735,0,0,0.00734761621555156,0.00177605919487832,0.00242786978684689,0.00104040268244553,0,0.00547684793443359,0.00193999668424875,0.0181252075513462,0.011187519148322,0.00250507703125733,0,0.00832367715796141,0.0187603037346521,0.000123507286558088,0.0136710620787377,0.00044607173425571
"Parabacteroides_distasonis",0.0327345777826073,0.0155846116406986,0.0418284999568476,0.0424147884019907,0.000110923753666261,0.0721016966515306,0.000580880854989078,0.0112908276664763,0.861084663547357,0.038455370143272,0.0133353646670553,0.0129255980962654,0.000291533952734234,0.0339612298143423,0.000709792354161007,0.0345927101199018,0.0576488482568517,0.0780615275820622,0.00410335499271555,0.0309324989697992,0.0194261543016006,0.000159688100800591,0.0325640532352501,0.112549503452314,0.100878628072385,0.0356102818683984,0.171109946309954,0.0542852254070625,0.0127312190664863,0.00556084294081684,0.139818002034395,0.0564503076473386,0.0783890435130315,0.000454770791978467,0.0228909688657528,0.00406807827011068,0.204485469992931,0.131672786833869,0.0567925395194548,0.0475918011232514,0.0336457016850696,0.00915614683514153,0.0375518268054951,0.0256009552383912
"Faecalibacterium_prausnitzii",0.156226587295988,0.137387094523601,0.0472084293749825,0.0116590671272545,0,0.0252004381824544,0.00063358947238379,0.851129583051049,0.00364392890981154,0.00570386385291512,0.153235921465611,0.173433635704403,0.183400212932632,0.434061047173834,0.0441096192777519,0.00064676186194491,0.0817492502955819,0.0239874058327001,0.294270818224749,0.0524863910438366,0.0726309232288519,0.0056577600816503,0.316856487971388,0.102630336201816,0.0401600538628645,0.410024357358775,0.0146263368214043,0.369398756501579,0.0646231235708451,0.163730759906056,0.428532352917631,0.0494539033502173,0.00114033252341109,0.155942323499386,0.0934311259037352,0.786978848007075,0.167755255125785,0.0789851117113671,0.1969973516374,0.254057595236252,0.145804829109164,0.297101287810848,0.0546317474560366,0.234715242161946
"Roseburia_faecis",0.0362685523175553,0.000818694070892094,0.000377849227701426,0.0020017837619651,0,0.0161690038487319,1.46592355527379e-05,0.0372908305520618,2.53390619653322e-05,0.000951476530669062,0.0274639644517438,0.0138307912410707,0.186275875320012,0.0333131792550188,0.000863259673704398,0.064667888901489,0.0218423672552197,0.000305526178316985,0.00822025280064727,0.0162233927188562,0.0724994578792982,0.000670928271861806,0.00668622264731284,0.000150949409753683,0.0598873742979874,0.0347880789053041,0.00336791767681403,0.00742014031609101,0.00536400814562986,0.00754698579843788,0.0438825676425595,0.000249310280957011,0.000513555973568056,0.0759893385004556,0.136704313103111,0.107758900727178,0.0628144739529796,0.00165703870027637,0.00394033058958423,0.00837577634106718,0.00184231214685684,0.0400074434225512,0.0366981924023076,1.32614567411584e-06
"Coprococcus_comes",0.0228576385054291,0.000278462899873121,0.00646145873743481,0,0,0.00399964039457594,0,0,0,0.000128389582983329,0.00114849407191576,0.000751622760621782,0.0211872328882249,0.0166495769073064,0,0,0,0,0.0262151063840422,0.00272767053949733,0.00346256913273759,0,0.00631148509466535,0.00875793159011497,0.000756699950746724,0.00390863079717495,0,0,0.000540384114399201,0,0.0016226741959114,0.000130316631134528,0,0.00619345111775295,0.0678096155615703,0.00546829208680016,0.00358168808426136,0,0,0.0029849087166789,0,0.00176029071838769,0.000325476343212654,0.000211674994522985
"Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171134116396422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_intestinihominis",0,0.0104995955644862,0.00517434856195018,0,0,0.0199289848933202,0,0,0,0.00020398592996873,0.0191611122108769,0.203262513567454,0.000167992718721147,0,0,0.00818457379254155,0,0,0.0681367645218843,0.0218323701693271,0.00198555604425599,0.0284233332551565,0.121071489038184,0,0.0373103302014205,0,0.000350304758081535,5.96892663227882e-05,0.10506042713803,0.000336385184854482,0.0559581153699975,0,0.000468640487238114,0,0.00010079632670836,0.00847641236216885,0.000168973595783389,0,0.000120123609366379,0.000446834505104023,0,0.086811461349878,0.0347015014395276,0.146807602052528
"GGB3746_SGB5089",0.00979707454362592,0,0,0,0,0.000347769340266943,0,0,0.00218815900784341,8.31810265142981e-05,0,0.00206048639759252,0.0168615649012256,0.0147547504148532,0,0.000855583874150879,8.39827131853508e-05,0,6.06074652357742e-05,0,0.00783271208741257,0.000383829428208937,0.00199359799588197,7.39495092708476e-05,0.00274125056226385,0.0152918044127661,0.0014815707858942,0,2.92216528642899e-05,0,0,0,0,0.0421583079768908,0.0302381394160732,0.0590967908152207,0,0.00151390055206464,0.0078730665545196,0,0,2.54176611826718e-05,0.0016276857767252,4.31293559181378e-06
"Intestinibacter_bartlettii",0,0,0,0,6.5050515872066e-05,0,0,0,0,0.00142119735440739,0.00303438690269226,0,0.00126984246132125,0,0,0,0,0,0.000238342064417095,0.000315987706825875,0,0,0.000218300612811883,0,0.000299311937954021,0,0,0,0,0,0,0,0,0,0,0.00138316941209829,0.000852250620796692,0,0,0,0,0,0,5.85976949229695e-05
"Desulfovibrio_SGB5077",0,0.000121274323523626,0,0,0,0.000225792866045007,0,0,0,0,0,0,0,0,5.4779614939181e-05,0,0,0,5.50344043190617e-05,0,0.0039970158308808,0,0.00901823530785842,0,0,0.00333374054616268,0,0.0127450370936279,0.000516886363188671,0,0,0,0,0.0033509764744466,0.00454200450551196,0.000824992285515645,0.0071503105233314,0.00120707093655894,0,0.0826821797863337,0,0.00994237038855911,0.00035861835556035,0
"Firmicutes_bacterium_AF16_15",0.000763962195191348,0.0243129267069234,0.000403993021009005,8.54232618089601e-05,0,0,0,0.0218491141065592,0,0,0.00167398149837059,0.00475012854569575,0.0201653020389227,0.246332626564843,0,0,0.00495878915247898,0.0313297432305398,0.00760975278580343,0,0.000499874560429218,0,0.00413231206952169,6.12813016371214e-05,0.000351607711503737,0.010100809995745,0,0.000293703689162584,0.00346195597073855,0,0.00711182879575404,4.79996352158814e-05,0,0.00166994958321159,0.00933712600145489,0.00400156375405179,0,0.164552799212714,0,3.2462764182084e-05,0.000583995508809498,0.0107603653336027,0.00116405240866257,0.0114378160386199
"Bacteroides_caccae",0.0238951986516972,0.171112999816861,0.00187784307395689,0.00346312198604567,0.000126283496134818,0.0582469051296251,6.29905952066515e-05,0.0114190637977403,0.000218491111814512,0.200344868976361,0.0111821478350572,0.056288225932522,0.105491416661013,0.442127012139494,0.236331159541492,0.215892543557722,0.00706167868241577,0.0108116666167328,0.0395972839150181,0.0967460874475792,0.0547068581141333,0.000121774862577093,0.0270497308224724,0.341250470735309,0.0418048171363377,0.0497684473845776,0.0301309208619348,0.000341211661234679,0.0260527652194251,0.00212995996957157,0.00137374836559283,0.200949259573034,0.000484024679077274,0.000262852549351781,0.0343115138507844,0.0071474797194243,0.000313050902964926,9.52828399341486e-05,0.0264920094863545,0.0113513547189494,0.0814070540956715,0.0187562742679445,0.0604578450766821,0.0599831269452322
"Ruminococcus_torques",0.000116185706610151,0.00188259488070378,0.000715490782564925,0.0250281287455658,0,0.010541748506815,0,0.0355828945275349,0.000958189835725876,0.0577724134936972,0.00092082875090166,0.00584586279701967,0.0233707136149605,0.114629683034883,0,0,0.00812806912240591,0,0.000104596187272475,0.0948709156823478,0.00301763779562288,0.00168392982894371,0.00206845645962434,0.00192010191078944,0.00342390831560767,0.000652221897983523,0.000864100734125338,0,0.00570553117888025,0,0.0208729381774503,0.00766338844727849,0,0.088150517015455,0.00538974988506146,0.00820663778673178,0.00797823686364035,0.000462556670249134,0,0.0177321264914478,0.000164363941471154,0.00255953231243998,0.00324315709272629,0.000285510893352655
"GGB9342_SGB14306",0,0.000423344054082316,0,0,0,0.00175330648541569,0,0,0,0,0,0.00403302167504395,0,0,0,0,0,0,0.0131806700609884,0,0.00112999395804089,0,0,0,0,0,0,0,0,0,0.00740485433344031,0,0,0,0,0,0,0.0148743164474774,0,0,0,0,0.000502749914802454,0.00198628348622543
"Clostridium_sp_AF12_28",8.60167068288279e-05,0,0,0,0,0.00329425185210755,0,0,0,0,0,0,2.53785800842752e-05,0.000984943804596839,0,0,0,0,0,0,6.97666656506648e-06,0,0.00245999986660262,0,0.00153193428531747,0.00129352863413616,0,0,4.0432815790047e-05,0,0,0,0,0,0.00142428956081551,0,0,0,0,0,0,0.000434597294404883,0.000273884615565808,0.000437093149492855
"Bacteroides_finegoldii",0.00275294955804211,0.00343306565461466,0.000601513746308499,0,0,0.0278869858344862,0,0.000993582710103232,0,0,0.0276077291499828,0.000455436778591487,0,0.0226918672820844,0,0.000472278800852482,0.0428809637383793,0,0.00504232431267507,0.0012453059519416,0.00163081894652365,0.322670382854926,0.115764932737584,0,9.62459057982046e-05,0,0.797273144930704,8.27732805226172e-05,0.0224831726035222,0.00130252429591226,0.00059065286172183,0,0.000835384504914738,4.77958313403663e-05,0.00252090997591593,0.00606867048186981,0,0,0.00014067373153426,1.42658553201038e-05,0,0.000134233468843944,0.00973934037847439,0
"GGB9359_SGB14334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792862336324598,0,0,0,0,0,0,0,0.000252307423218269
"Dorea_formicigenerans",0.00210847938814982,0.000199843180732289,0,0,0,0.00210442576275624,0,0.00988034924838901,0,0.00166668462957548,0.000214745658560253,0.00102640958500115,0.00193467854305918,0,0,0.00130956315654343,0,0.00807593995466202,0.00133490139760861,0.0038280261233957,0,0,0.000209464802178564,0,0,0.000527412296499609,0,0.00170496752810221,0.000427467403280838,0,0.0011207734510378,0,0,0.00262244494609156,0,0.0015727202658461,0.000346539178734114,0.000483124693413804,0,0.00260261119434391,0.000440863634275708,0.000897368325168606,0.000269918052173204,0.000125481845434038
"Veillonella_rogosae",0,0,3.87825692219793e-05,0,0,0.00193588307441983,0.00342918144044633,0,0.0344802569321555,0,0.0024168775024129,0,0.00865664374200861,0,0.00058780243178634,0.00260632137748003,0,0.000640904606405285,0,0,4.43123347575347e-06,0,0,0.00314878816246535,0,0,0,0,0,0,0,0,0,0,0.00111558739572484,0,0,0,0.00192300788781314,0,8.01023798529705e-06,0,0,0
"Clostridium_sp_1001270J_160509_D11",0,0,0,0,0,0,0,0,0,0,0.000982179362035511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124181160319744,0,0,0,0.000422547709331899,0,0,0
"GGB9636_SGB15107",0,0,0,0,0,0.0457592045857882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
