"","SRR13836099","SRR13836088","SRR13836083","SRR13836086","SRR13836077"
"Bacteroides_stercoris",0.00335168516183336,0.475548589153409,0.159626832674233,0.0022377387015814,0.0821708695655378
"GGB9747_SGB15356",0,0,0.0735675431289787,0,0
"Clostridiales_bacterium_KLE1615",0,0.000609823262521129,6.09667976316853e-05,0.00493935732028172,0
"Blautia_faecis",0.00521342825095568,0.00228082459391739,0.00441236553999801,0.00696432762425328,0.000565230322813989
"GGB9512_SGB14909",0,0.0084814756237751,0.000734610603382878,0.000230805323508687,0
"Candidatus_Cibionibacter_quicibialis",0.0255221676810535,0.109368171550239,0.0213417136670197,0.00429164925739106,0.118154356317477
"Blautia_obeum",0.00287942903244787,0.00124769579632635,0.00158931598543178,0.0750710098045203,0.00171166933899436
"GGB9635_SGB15106",0,0,0,0,0
"Coprobacter_secundus",0,0,0,0,0
"Anaerostipes_hadrus",0,0,0,0.00863933996312167,0
"Lachnospiraceae_bacterium_AM48_27BH",0,0,0,0.00333988938096174,0
"Blautia_sp_MSK_20_85",0,0,0,0,0
"Bacteroides_salyersiae",0.000102227429054681,0.019777351103676,0.1389037960315,0.0717870200591479,0.1674636706365
"Fusicatenibacter_saccharivorans",0,0.0103136906876083,0.00165607379843144,0.0118944957751807,0.00838871465089519
"Anaerobutyricum_hallii",0,0.000751979095189323,0,0.00284898091575541,0.00107619988638305
"Clostridium_fessum",0.0212553861241762,0.00390724959448712,0.00409372444147335,0.00380576208700643,0
"Lachnospira_eligens",0.233599742465696,0.00548761726119637,0.00470154628420129,0.152398151649356,0.00165054332462014
"Clostridium_sp_AF34_10BH",0.0347562998834436,0.00128252792068449,0.0208905140388664,0.0835069515829966,0.000184886716515062
"Eubacterium_sp_AF16_48",0,0.00618788536224298,0.0101743542001178,0,0
"Lachnospiraceae_bacterium_BX3",0,0.0111928457349967,0,0,0
"Streptococcus_salivarius",0.00580524373238436,0.000830119547238531,0.0325016174432943,0.00543163843491018,0.00178532101805629
"Clostridiaceae_unclassified_SGB4771",0,0.00017883460741406,0,0.0015696983520341,0
"Haemophilus_parainfluenzae",0.00131584791927231,0.000435883715095898,0.00129971309051591,0.00226067264163475,0
"Bacteroides_clarus",0,0,0,0.0732375943346214,0
"Roseburia_hominis",0,0.00812431151576404,0.0190513876401709,0.00169735203151998,0.00827267175459376
"Blautia_SGB4815",0,0,0.000282662596391497,0.0141876002252766,0.000240281009674338
"Parasutterella_excrementihominis",0.120237383528115,0,0,0.0731005844922398,0
"GGB9712_SGB15244",0,0,0.00345243912105597,0,0
"Clostridium_sp_AF20_17LB",0,0,0.000117095766474671,0.000628342532167338,0.0162880227529214
"Clostridium_sp_AM22_11AC",0,0.000904859843177189,0.000589296270494997,0.00192877615173445,0.0192233213279399
"Clostridiaceae_bacterium_AF18_31LB",0.0103034063048684,0,0.000335994657763028,0.00190907394826037,0.00400853100717791
"Clostridiaceae_bacterium_Marseille_Q4149",0,0,0.0534482609659815,0,0
"Collinsella_SGB14861",0,0,0.00236842713044506,0,0
"Lacrimispora_celerecrescens",0,8.71939618063742e-05,0,0.000619401387882604,0.00021408394044621
"Roseburia_sp_AM16_25",0,0.000407103742628131,0,0.000173273941140743,0
"Clostridium_sp_AF36_4",0,0.0146902069481672,0,0,0
"Oscillospiraceae_bacterium_Marseille_Q3528",0,0,0.000101652119615615,0.00333477680839002,0
"Dysosmobacter_sp_BX15",0,0.055924682370623,0.0733076814775421,0,0.160715622131148
"Coprobacter_fastidiosus",0.0155024845039631,0,0,0,0
"Coprococcus_catus",0,0.00104707331214779,0.000462019227390127,0.00178396783345502,0.00209943304425512
"Butyricicoccus_sp_AM29_23AC",0.0996739988075363,0.00132522246406527,0,0,0.00170276538135801
"Dorea_sp_AF24_7LB",0,0.000130874803318099,0,0,0
"GGB2982_SGB3964",0.0241867890996798,0,0.00151021616907779,0,0
"Coprococcus_SGB4669",0,0,0,0,0
"Faecalibacterium_SGB15346",0.254753271433666,0.0375298859570826,0.0391119358199889,0.106458965605456,1.05557324757703
"Catenibacterium_SGB4425",0,0.00416663618785553,0,0,0
"Clostridium_sp_AF34_13",0,2.03223126191287e-05,0,0,0
"Eubacterium_ramulus",0,4.80568795195605e-05,0.000197530765084694,0.00640531172664656,0.00187188918575211
"Clostridium_saudiense",0,0,0,0,0
"Alistipes_shahii",0.0151367826432122,0.847108705191652,0.991543531975831,0.233082959209688,0.452203139381765
"GGB80011_SGB15267",0,0.024004968062735,0.0237812665948118,0,0
"GGB9767_SGB15385",0,0,0,0,0
"GGB2653_SGB3574",0,0.000251787185030351,0,0,0.00334899593075694
"Clostridium_sp_AM33_3",0,0,0,0.00127126631045366,0
"Blautia_massiliensis",0.0049624493479673,0,0.000600320190293147,0.0087333028401712,0.00144031985443825
"GGB9708_SGB15233",0,0.0847645494916157,0,0,0
"GGB14025_SGB14906",0,0,0,0,0
"Lacrimispora_amygdalina",0,0.000125894763304327,0,0.00231533327897468,0
"Blautia_glucerasea",0,0.000652432971076729,0,0,0
"Bifidobacterium_catenulatum",0,0,0,0,0
"Agathobaculum_butyriciproducens",0.0211475527901556,0.000146316991323954,0.00108084906001029,0.0139474014469846,0.00275358287088908
"Alistipes_onderdonkii",0.00823238434972006,9.34822173756342e-05,0.688108329910441,1,0.178498412112904
"GGB80140_SGB15224",0,0,0,0,0
"Clostridiaceae_bacterium_Marseille_Q4143",0.0135716305117123,0,0,0.000291010729607892,0
"Parasutterella_SGB9260",0,0,0,0,0
"GGB33469_SGB15236",0,0,0.0425798033492172,0,0
"Turicibacter_bilis",0,0.00145494918828455,0,0.000341327855103713,0.00478452468669682
"GGB79734_SGB15291",0,0.00142328663408978,0.00195314885984859,0.00530414055964981,0
"Hydrogenoanaerobacterium_saccharovorans",0.0228065691215231,0.00107433705632492,0,0.00500832061546769,0.00537724850839899
"Desulfovibrio_piger",0,0,0,0,0
"Blautia_luti",0,0,0,0.00194915559279238,0
"Oscillibacter_sp_ER4",0.0516459190205645,0.251055150950617,0.176375386550967,0.676466253241248,0.000569252691963609
"Clostridiaceae_bacterium_Marseille_Q4145",0,0,0,5.23664110092496e-05,0
"Clostridiales_Family_XIII_bacterium_BX16",0,0.00166557417978211,0.000527930208056317,0,0.00071307664117917
"GGB4578_SGB6328",0,0,0,0,0
"GGB9713_SGB15249",0,0.044935475992032,0.325960118748544,0,0
"Klebsiella_pneumoniae",0.0216215821660903,0.0475021881367893,0.184208847606113,0.000654205965374013,0
"GGB9602_SGB15028",0,0,0,0,0
"Oscillospiraceae_unclassified_SGB15256",0,0,0,0,0
"Roseburia_sp_AF02_12",0,0.0494561484897369,0,0,0
"GGB9602_SGB15031",0,0,0,0,0
"Waltera_intestinalis",0.00924028166252,0.0202475143646817,0.0112844291874831,0.199258289858781,0.0742066182953219
"Dorea_sp_AF36_15AT",0.00223473445794563,0,0,0,0
"Bilophila_wadsworthia",0.0661785177099839,0.0468609658320426,0.00582255204270074,0.0226984132932622,0.0482085603547836
"GGB9677_SGB15180",0,0,0,0,0
"Romboutsia_timonensis",2.92641433395977e-05,0.00284036301541032,0.00463403275456847,0.00404520221382587,0.000167182337659252
"GGB9559_SGB14969",0.00066938197139327,0.000251993085592317,0,0,0
"Clostridium_SGB4909",0,0,0,0,0
"Clostridium_SGB4751",0,0.000263584024795147,0,5.4463694336076e-05,0
"Lachnospiraceae_bacterium_Marseille_Q4251",0,0.000206219654836354,0,0.00154035806534213,0
"Bifidobacterium_longum",7.39730477933386e-05,0.00151540128132935,0.00721804346710272,0.0144968476754018,0.00487569614291579
"Negativibacillus_massiliensis",0.00850144204604023,0.0070755965124032,0,0,0
"GGB9699_SGB15216",0.00308540599948247,0.00838989093938973,0.0763764224355817,0.023057572612052,0.190584179205192
"Sutterella_wadsworthensis",0.0773191786745356,0,0.0144814847074771,0.000413752354958453,0
"Clostridium_sp_AF27_2AA",0,0,0,0,0
"Lachnospiraceae_bacterium_OM04_12BH",0,0,0.00851523873656387,0,0
"GGB9634_SGB15093",0,0,0,0,0
"GGB9293_SGB14250",0,0.00213041953163432,0.0207567297311565,0,0
"Clostridium_SGB4750",0,0.000267592853784907,0,0.00659883051053961,0.00204587547052732
"GGB9707_SGB15229",0,0.0346717149415931,0.0283111710989785,0,0
"Roseburia_intestinalis",0,0,0.0016905753768038,0.0933847120882943,0
"GGB9608_SGB15041",0,0,0.000332674674157218,0,0
"Oscillospiraceae_bacterium",0,0,0,0,0
"GGB9760_SGB15374",0,0,0.00286183583155224,0,0.0058851408871126
"Butyricimonas_paravirosa",0,0,0,0,0.00689366544130969
"Alistipes_communis",6.99086120951147e-05,0,0.202612145386475,0,0
"Bifidobacterium_adolescentis",0,0.000280443427073211,7.4699036802645e-05,0.0959002507543769,0.000108240677345877
"Prevotella_copri_clade_C",0,0,0.000597454901124283,0,0
"Bifidobacterium_bifidum",0,0,0,0.0049798868105438,0
"Ruminococcus_callidus",0,0.0548783999533223,0,0,0.0455284333025105
"Prevotella_copri_clade_A",0.00169470801855021,0.00227914906443804,0.321604644310076,0.00195917597887811,0.00271366426022453
"Collinsella_aerofaciens",0,0.00190763724101283,0.00483546019815504,0.0608252111143845,0
"Gemmiger_formicilis",0.000929028607144108,0.00488381212025801,0.0227705587768402,0.025297671385285,0.0798819583650795
"Bacteroides_thetaiotaomicron",1.14488037448153,0.077347825046515,0.0893181013949964,0.00117373373733866,0.0478412119021873
"Bacteroides_fragilis",0.00457763901958361,0,0.224827118249344,0.000596964190949073,0.0575833577838633
"Holdemanella_porci",0,0,0,0,0
"GGB9760_SGB15373",0,0,0.00277184992926882,0,0
"Anaerotignum_faecicola",1.50335108435995e-05,0,0.028132661190083,0.000308032598536757,0.00663693970450251
"GGB13493_SGB15238",0.00132616526408168,0,0,3.98316929003876e-05,0
"GGB9642_SGB15119",0,0,0,0,0
"Senegalimassilia_anaerobia",0,0,0,0,0
"GGB34797_SGB14322",0,0,0,0,0
"Holdemanella_biformis",0,0,0,0,0
"GGB9759_SGB15370",0,0,0.000593580188590411,0,0
"Alistipes_senegalensis",0,0.109124996997628,0,0,0
"Ellagibacter_isourolithinifaciens",0,0,0,0,0
"Desulfovibrio_SGB5076",0,0,0,0.0313925083971349,0
"GGB33928_SGB15225",0,0.00301406263850387,0.0305544553871675,0.0280397153428476,0
"Alistipes_indistinctus",0,0.0032637440335245,0.141580835556017,0,0
"Slackia_isoflavoniconvertens",0.00106112126458201,0,0,0,0
"Ruminococcus_sp_AF41_9",0,0,0,0,1.21834677494149e-05
"Streptococcus_parasanguinis",0.0112779253968112,0.00114691184521133,0.00419511514113571,0,0.000329729531041452
"GGB9627_SGB15081",0,0,0.00254152120195832,0.012743794596798,0.0112230498306974
"Clostridiales_bacterium",0.0232433339364243,0,0.000379030985125836,0,0.0728184542321762
"Eubacteriales_unclassified_SGB15145",0,0,0.000411909711855351,0,0.000251993110790954
"GGB80011_SGB15265",0,0.0134026455352387,0.00745616585594753,0.228133098303921,0.125684951055828
"Gemmiger_SGB15299",0,0,0,0,0
"GGB2998_SGB3988",0,0,0.000866498482990328,0,0
"GGB9614_SGB15049",0.0656028806823281,0.000531169841166215,0.000278183741817712,0.0311990656307758,0.00384182468062071
"Rheinheimera_SGB14999",0.106011716912587,0,0.00138900007709063,0.00473365689351061,0.00170852279226694
"Vescimonas_coprocola",0.00175322399932934,0.0092194679971222,0.147444579096506,0.0776034311484769,0.126996364225906
"Flavonifractor_plautii",0.171088240294327,0.00631616687771767,0.00160009510964648,0.0171080995304889,0.0113228536017859
"Collinsella_SGB4121",0,0,0.00158498815136897,0,0
"Veillonella_dispar",0.00817585127265705,0,0,0,0.000241806605405945
"GGB9616_SGB15051",0,0,8.41873029335073e-05,0,0
"Anaerotruncus_colihominis",0,0.0038772309973756,0.00111640218906115,0.0927392810168853,0.00641967852733618
"Rothia_mucilaginosa",0,0,0.00130212376283324,0,0
"Veillonella_parvula",0.0147930875926561,0.12408020465906,0.0136143169476006,1.23215405090185e-05,0.00903231257634646
"Faecalibacterium_SGB15315",0,0,0,0,0
"Gemmiger_SGB15295",0,0.00981233739764545,0.00748890056821555,0.00232664473975308,0
"Phocaeicola_SGB6473",0,0,0,0,0
"Dysosmobacter_welbionis",0.12051133448162,0.011053523579296,0.0186207454025362,0.114384264040463,0.0223699331207704
"Clostridium_leptum",0,0.0309051513348433,0.00052186099320431,0,0.00497171661438112
"Streptococcus_infantis",0.000588431381417431,0,0,0,0
"Veillonella_atypica",0.00906871721643523,0.00150392638369135,0.000486071705854798,0,0
"Eggerthella_lenta",0,0.00120510710697119,0.0028068714094455,0.000103229571005801,0.000685624381339043
"Bifidobacterium_pseudocatenulatum",0,0.00184180804932315,0,0.0818445618023829,0.0306584999025937
"GGB3278_SGB4328",0,0.087730092931087,0.00406020268822497,0,0
"Prevotella_stercorea",0,0,0.000269384917778404,0,9.70315881299647e-05
"GGB3304_SGB4367",0.000658405227979839,0,0.00197520857577876,0.000247726225261663,0
"Phascolarctobacterium_succinatutens",0,0,0,0,0
"Phocaeicola_plebeius",0.000343159593599045,0.39823693572159,0.00231533327897468,0.380302394312335,0.000689513208320418
"Lachnospira_pectinoschiza",0,0.00178938092644413,2.68254472907072e-05,0.0484480975494101,0.0179836719391064
"Anaerobutyricum_soehngenii",0,0,0,0,0
"GGB51647_SGB4348",0.00153234158969889,0.689004476753484,0.0334817677204216,0.00560343442681463,0.00132653411646737
"Butyricimonas_faecihominis",0.0121493768943571,0,0,0,0
"GGB3109_SGB4119",0,0,0,0,0.0107962599790892
"Lawsonibacter_asaccharolyticus",0,0.0033340672546192,0.0011534143039805,0.00916716572811868,0
"GGB9621_SGB15073",0,0,0,0,0
"GGB6569_SGB9281",0,0,0,0,0.00370107479346068
"Dysosmobacter_sp_NSJ_60",0,0.00104187041349789,0.00140615753972547,0,0.00608358970562137
"Intestinimonas_butyriciproducens",0,0.0022115823981604,0.00147998401579531,0,0
"Enterocloster_citroniae",0.00124068989508747,0.000607792865572689,0.000196717891112981,6.69981386728569e-05,0.00980523123650471
"Hungatella_hathewayi",0.00581945896648391,0.00147618167776237,0.00321567471831317,0.00242287495873712,0.00259324941400362
"GGB9708_SGB15234",0,0,0.0247756454196679,0,0
"Enterococcus_faecium",0,0,0,0,0
"Faecalibacillus_faecis",0,0,0,0,0.000212471335876592
"Clostridium_sp_NSJ_42",0,0,0,0,0
"Streptococcus_gordonii",0,9.52117592896198e-05,0.00047987672590537,0,0
"GGB9524_SGB14924",0,0,8.31850772953218e-05,0,0
"GGB3321_SGB4394",0,0.016117418970887,0,0.00937351887864444,0
"Streptococcus_mitis",0.000207792995474037,0,0,0.000524433326584463,0
"Enterocloster_aldenensis",0.0116392073926215,0.000956335419913004,0.00230503964703761,0,0.0444117438911407
"GGB9534_SGB14937",0,0.00781437647457097,0.000213207540813974,0,0
"Streptococcus_australis",0,0,0.000859879888985596,0.000169889726948903,0
"Ruthenibacterium_lactatiformans",0.0110535346253172,0.0265064959805164,0.135670339921113,0.012962526265425,0.0197949000678604
"GGB9595_SGB15019",0,0,0,0,0
"Gemella_sanguinis",0,0,0,0,0
"Enterocloster_bolteae",0.0208161350481109,0.000874911923067655,0.00599702951566727,0.000658417218042478,0.0302576514903387
"Clostridium_butyricum",0.000351926522408018,0,0,4.67031786149443e-05,0
"Lacrimispora_saccharolytica",0,0,0,0,0
"Streptococcus_vestibularis",0,0,0,0,0
"Allisonella_histaminiformans",0,0.000305933743063472,0,0,0
"Enterococcus_faecalis",0,0,0,0,0
"GGB9770_SGB15390",0,0,0,0,0
"GGB47687_SGB2286",0,0,0,0,0
"GGB9619_SGB15067",0.00938087512731442,0,0,0,0.00370757959218941
"Streptococcus_anginosus",0,3.79040460769928e-05,0,0,0
"Clostridium_symbiosum",0.499329245200267,0.000591300502194522,0.00301271012373278,0.00119811699032482,0.00469154065916311
"Eisenbergiella_tayi",0,0.00039643738795102,0.00148520074650739,0,0
"Granulicatella_SGB8255",0.000382051358717675,0,0,0,0
"Clostridium_scindens",0.00029713525398597,0,0,0,0
"GGB9719_SGB15272",0,0.000140108541081918,0,0,0.000455102304988216
"Clostridium_SGB6179",0,0.00522027836370354,0,3.98316929003876e-05,0
"Bacteroides_nordii",0.0228848351725177,0.00213496871100584,0.000668467788972912,0,0.00501644403997626
"Erysipelatoclostridium_ramosum",0,0,0.00122661643726666,0,0
"GGB9593_SGB15015",0,0.00989745395513235,0.00505710569752435,0,0
"GGB9453_SGB14845",0,0.000138078003226853,0,0,0
"Anaeromassilibacillus_sp_An250",0,0,0.000561093679870626,0.000107301258025743,0
"Bifidobacterium_dentium",0,0.00192877142844041,0.000770688318170212,0,0
"Ruminococcus_sp_AF46_10NS",0,0.000122444408842151,0,0,0
"Ruminococcus_sp_BSD2780120874_150323_B10",0.000859558302073363,0.000115430060409035,0.000458964074135515,0.000373327005529624,5.41204847970493e-05
"GGB3175_SGB4191",0,0,0,0,0
"GGB4566_SGB6305",0,0,0,0,0
"Eubacterium_sp_AF34_35BH",0,0.00085330717972594,9.62140027677688e-05,0.0307704008552829,0
"Parabacteroides_goldsteinii",0.0568803458548417,0,0.0147404587947906,0,0
"Blautia_faecicola",0,0,0,0,0
"Adlercreutzia_equolifaciens",0.0021195024891926,0,0,0.00432749853336513,0
"Alistipes_sp_AF17_16",0.000108443501015519,0.0768207109239675,0.171033327772389,0,0
"Alistipes_finegoldii",0.000264908988385937,0,0,8.79917423227722e-06,0
"Alistipes_ihumii",0.00475566626770529,0.0847759744846917,0,0,0
"Evtepia_gabavorous",0,0.00184424617704037,0,0,0.00273372123287294
"Ruminococcus_gnavus",0.0939626606907204,0,0.000347911051264646,0,0.00124083745673011
"Holdemania_filiformis",0.00210475239792417,0.000134298430171283,0,0,0.00475464988097104
"GGB3005_SGB3996",0,0,0,0,0
"Mediterraneibacter_glycyrrhizinilyticus",0.00214657049304186,0,0,0,0
"Methylobacterium_SGB15164",0,0,1.69421131164188e-05,0,0
"Clostridiaceae_bacterium_Marseille_Q3526",0,0,0,0,0
"Clostridium_sp_AT4",0.0700268365739175,0,0,0,0
"Eisenbergiella_massiliensis",0.0235512675209544,0,0,0,0.00812487426143624
"Blautia_caecimuris",0,0,0,0,0
"Clostridia_bacterium",0,0,0,0,0
"Clostridia_bacterium_UC5_1_1D1",0.00072759605914851,0,0,0,0
"GGB1495_SGB2071",0,0,0.000123187398313407,0,0
"GGB3819_SGB5184",0.00921947721108068,0,0,0,0
"GGB3730_SGB5060",0,0,0,0,0
"Butyricimonas_SGB15260",0,0,0.00109422994867364,0.0500376363000309,0.352039794826354
"Phocaeicola_coprocola",0.000475048040420227,0.295557698987099,0,0.0629836328750985,1.95554167183792e-05
"Tyzzerella_nexilis",0,0,0,0.000250367398858859,0
"Bacteroides_eggerthii",0,0,0.148454443176312,0,0.0194771520833449
"Acidaminococcus_intestini",0,0,0,0,0
"GGB3363_SGB4448",0,0,0,0,0
"Blautia_stercoris",0,0,0,0,0
"GGB3490_SGB4664",0,0,0,0,0
"Bacteroides_intestinalis",0,0.0983578621825812,0.000750645159321697,0.000221329600050979,0.466362545002608
"GGB79973_SGB14341",0,0,0,0,0
"Clostridiaceae_unclassified_SGB15090",0,0,0,0,0
"Butyricicoccus_SGB14990",0,0.000219299042295685,0,0.00911255370288093,0
"Enterobacter_hormaechei",0,0,0,0.000652727421140862,0
"GGB42994_SGB4746",0,0,0,0,0
"Parabacteroides_johnsonii",0,0.0116158454947488,0,0,0.128723932615625
"Sanguibacter_SGB15121",0,0,0.00184339132835707,0.00483131228948932,0
"Vescimonas_SGB15087",0,0.0497822738319145,0,0,0
"Turicibacter_sanguinis",0,0.00100218369739773,0,9.75471834863365e-06,0
"Clostridiales_bacterium_Choco116",0,0,0,0,0
"Sellimonas_intestinalis",0,0,0,0,0
"GGB9453_SGB14844",0,0,0,9.06658506985565e-05,0
"Alistipes_dispar",0,0,0,0,0
"Merdimonas_faecis",0,0.000254564153707097,0,0,0
"GGB3363_SGB4447",0,0,0,0,0
"Longicatena_caecimuris",0,0,0.00102751923311963,0,0.000560416819907536
"Blautia_hansenii",0,0,0,0,0
"Clostridia_bacterium_UC5_1_1E11",0,0,0,0,0
"Blautia_producta",0.0199371480866692,0,0,0,0
"Monoglobus_pectinilyticus",0,0,0,0,0
"Anaerostipes_caccae",0,0,0,0,0.00030390328534374
"Ruminococcus_SGB4421",0,0,0.0142159510162672,0,0
"GGB33512_SGB15201",0,0,0,0,0
"GGB9697_SGB15213",0,0,0.000104235636809247,0,0
"Ligilactobacillus_salivarius",0,0.00319791331141342,0,0,0
"Megamonas_funiformis",0,0,0,0.143383345884556,0
"GGB1420_SGB1957",0,0,0,0,0
"Dialister_hominis",0,0.0441252009193429,1.54449653124869e-05,0,0
"Veillonella_tobetsuensis",0,0,0,0.00708940508451752,0
"Citrobacter_freundii",0,0.0230657655072829,0,0,0
"Faecalimonas_umbilicata",0,0,0,0,0
"Enterocloster_clostridioformis",0.40888004330711,0,0,0,0
"Mesosutterella_multiformis",0,0,0,0,0
"Ruminococcus_sp_AF13_28",0,8.51895114339034e-05,0.000191548668535461,0.00167845216206496,0.00503632619948271
"Megasphaera_micronuciformis",0.000517488141951213,0,0,0,0.000539743432541689
"Clostridium_sp_AM42_4",0,0,0,0.000283628210430859,0
"Eubacterium_sp_NSJ_61",0.000109650518944221,0,0,0,0.000797746439260962
"Megasphaera_sp_NM10",0,0,0,0,0
"Klebsiella_variicola",0,0,0,0,0
