,Unnamed: 0,target_study,Meta_iTL_all_cohort_lefse,Meta_iTL_all_cohort_MaAsLin,Meta_iTL_all_cohort_Ancom,FR-CRC_lefse,FR-CRC_MaAsLin,FR-CRC_Ancom,AT-CRC_lefse,AT-CRC_MaAsLin,AT-CRC_Ancom,ITA-CRC_lefse,ITA-CRC_MaAsLin,ITA-CRC_Ancom,JPN-CRC_lefse,JPN-CRC_MaAsLin,JPN-CRC_Ancom,US-CRC-2_lefse,US-CRC-2_MaAsLin,US-CRC-2_Ancom,US-CRC-3_lefse,US-CRC-3_MaAsLin,US-CRC-3_Ancom,CHN_WF-CRC_lefse,CHN_WF-CRC_MaAsLin,CHN_WF-CRC_Ancom,CHN_SH-CRC-3_lefse,CHN_SH-CRC-3_MaAsLin,CHN_SH-CRC-3_Ancom,Feature
10,10,,Ruminococcus_bicirculans,Streptococcus_thermophilus,GGB33469_SGB15236,Ruminococcus_lactaris,GGB51647_SGB4348,,Bacteroides_xylanisolvens,Agathobaculum_butyriciproducens,,Phascolarctobacterium_faecium,Anaerobutyricum_hallii,,Veillonella_atypica,Eggerthella_lenta,,,,,Vescimonas_SGB15087,GGB2653_SGB3574,,Clostridium_sp_AT4,Ruminococcus_sp_AF41_9,,Holdemania_filiformis,Clostridium_scindens,,a
11,11,,Collinsella_aerofaciens,Clostridiaceae_bacterium,Clostridium_SGB4750,Flavonifractor_plautii,Clostridium_butyricum,,Lachnospiraceae_bacterium,Phocaeicola_vulgatus,,Blautia_faecis,Blautia_massiliensis,,Faecalimonas_umbilicata,Enterocloster_bolteae,,,,,Staphylococcus_SGB6340,Clostridium_SGB4909,,GGB3175_SGB4191,GGB9627_SGB15081,,Clostridium_scindens,,,A
12,12,,Bacteroides_xylanisolvens,Flavonifractor_plautii,Prevotella_copri_clade_A,Eggerthella_lenta,Blautia_caecimuris,,GGB3363_SGB4448,Enterocloster_citroniae,,Streptococcus_thermophilus,Anaerostipes_hadrus,,Klebsiella_pneumoniae,Butyricimonas_faecihominis,,,,,Clostridium_sp_AF27_2AA,Clostridium_sp_NSJ_42,,GGB3363_SGB4447,Gemmiger_SGB15299,,Ruminococcus_sp_AF41_9,,,L
13,13,,Clostridium_sp_1001270H_150608_G6,Dysosmobacter_welbionis,Bacteroides_thetaiotaomicron,Ruminococcus_callidus,GGB79973_SGB14341,,Hungatella_hathewayi,Eisenbergiella_massiliensis,,GGB3277_SGB4327,GGB3277_SGB4327,,Collinsella_aerofaciens,Megasphaera_micronuciformis,,,,,GGB9759_SGB15370,GGB9619_SGB15067,,Streptococcus_vestibularis,Gemella_sanguinis,,Blautia_hansenii,,,i
14,14,,GGB3304_SGB4367,Bacteroides_xylanisolvens,Bacteroides_fragilis,Oscillibacter_sp_ER4,Blautia_producta,,Flavonifractor_plautii,Anaerostipes_caccae,,Alistipes_ihumii,Phascolarctobacterium_faecium,,Megasphaera_sp_NM10,Veillonella_atypica,,,,,Dorea_formicigenerans,Clostridium_symbiosum,,GGB9707_SGB15229,Streptococcus_vestibularis,,Clostridiaceae_bacterium_Marseille_Q4145,,,n
15,15,,Flavonifractor_plautii,GGB9642_SGB15119,Clostridiales_bacterium,Collinsella_SGB14861,Enterocloster_aldenensis,,Clostridium_sp_AM49_4BH,Enterocloster_aldenensis,,Clostridium_sp_AM22_11AC,Clostridiaceae_bacterium,,Sutterella_wadsworthensis,Veillonella_tobetsuensis,,,,,Clostridium_symbiosum,GGB9453_SGB14845,,Clostridium_sp_AF34_13,GGB3175_SGB4191,,Blautia_producta,,,c
16,16,,GGB9635_SGB15106,Enterococcus_faecalis,Flavonifractor_plautii,GGB79973_SGB14341,Prevotella_copri_clade_A,,Citrobacter_freundii,Longicatena_caecimuris,,Alistipes_dispar,Streptococcus_thermophilus,,Streptococcus_parasanguinis,Collinsella_aerofaciens,,,,,Alistipes_ihumii,Eubacterium_sp_AF34_35BH,,Anaerobutyricum_hallii,Evtepia_gabavorous,,,,,o
17,17,,Clostridium_SGB4750,Ruminococcus_bicirculans,Dysosmobacter_welbionis,Blautia_caecimuris,Ruminococcus_lactaris,,Enterocloster_citroniae,Bacteroides_xylanisolvens,,Dorea_formicigenerans,Blautia_faecis,,Enterocloster_bolteae,Senegalimassilia_anaerobia,,,,,Blautia_glucerasea,Alistipes_finegoldii,,Gemella_sanguinis,Clostridium_sp_AT4,,,,,m
18,18,,Bifidobacterium_pseudocatenulatum,Blautia_wexlerae,Eggerthella_lenta,Enterocloster_aldenensis,Sellimonas_intestinalis,,Blautia_producta,Hungatella_hathewayi,,Clostridium_fessum,Blautia_obeum,,Alistipes_shahii,GGB4578_SGB6328,,,,,GGB9453_SGB14844,GGB33512_SGB15201,,Ruminococcus_sp_AF46_10NS,GGB3363_SGB4447,,,,,T
19,19,,Firmicutes_bacterium_AF16_15,Parasutterella_excrementihominis,Enterocloster_citroniae,Sellimonas_intestinalis,Clostridium_sp_1001270H_150608_G6,,Evtepia_gabavorous,Desulfovibrio_SGB5076,,GGB34797_SGB14322,Blautia_SGB4815,,Holdemanella_biformis,Blautia_massiliensis,,,,,GGB2653_SGB3574,GGB3612_SGB4882,,Butyricimonas_paravirosa,,,,,,I
20,20,,Coprococcus_eutactus,Ruminococcus_callidus,Enterocloster_aldenensis,Blautia_glucerasea,Parabacteroides_distasonis,,Parasutterella_excrementihominis,GGB9627_SGB15081,,Blautia_SGB4815,Dorea_sp_AF24_7LB,,Eggerthella_lenta,Veillonella_dispar,,,,,Clostridium_sp_NSJ_42,Blautia_luti,,Megasphaera_micronuciformis,,,,,,J
21,21,,Anaerobutyricum_hallii,Bacteroides_fragilis,Enterocloster_bolteae,Ruminococcus_sp_AF46_10NS,Bacteroides_intestinalis,,Lacrimispora_amygdalina,Enterocloster_bolteae,,Ruminococcus_SGB4421,Coprococcus_SGB4669,,Eubacterium_SGB6276,Dysosmobacter_welbionis,,,,,Clostridium_SGB4909,,,Clostridiaceae_bacterium_AF18_31LB,,,,,,P
22,22,,Holdemanella_porci,Erysipelatoclostridium_ramosum,Erysipelatoclostridium_ramosum,Butyricicoccus_sp_AM29_23AC,Phocaeicola_plebeius,,Haemophilus_parainfluenzae,Coprococcus_comes,,Evtepia_gabavorous,Clostridium_sp_AM33_3,,Flavonifractor_plautii,Desulfovibrio_piger,,,,,GGB33512_SGB15201,,,GGB9614_SGB15049,,,,,,N
23,23,,Alistipes_finegoldii,Clostridia_bacterium_UC5_1_1D1,Ruminococcus_gnavus,Blautia_luti,Blautia_wexlerae,,Clostridium_sp_AT4,Citrobacter_freundii,,Clostridium_SGB4648,Clostridiaceae_bacterium_Marseille_Q4143,,Blautia_massiliensis,Sutterella_wadsworthensis,,,,,GGB9619_SGB15067,,,GGB9759_SGB15370,,,,,,U
24,24,,Phascolarctobacterium_succinatutens,Butyricimonas_SGB15260,Clostridium_sp_AT4,Clostridium_scindens,Staphylococcus_SGB6340,,Butyricimonas_faecihominis,Clostridium_sp_AM49_4BH,,Dorea_sp_AF36_15AT,Clostridium_SGB4750,,Ruminococcus_callidus,Longicatena_caecimuris,,,,,Eubacterium_sp_AF34_35BH,,,Gemmiger_SGB15299,,,,,,S
25,25,,Clostridium_sp_AT4,Veillonella_tobetsuensis,,GGB9707_SGB15229,Blautia_glucerasea,,,Parabacteroides_distasonis,,GGB9524_SGB14924,Prevotella_copri_clade_A,,GGB4578_SGB6328,Alistipes_shahii,,,,,,,,Evtepia_gabavorous,,,,,,2
26,26,,Butyricimonas_SGB15260,Rothia_mucilaginosa,,Blautia_hansenii,Ruminococcus_callidus,,,GGB9635_SGB15106,,Clostridium_sp_AM33_3,Rheinheimera_SGB14999,,Vescimonas_coprocola,GGB34797_SGB14322,,,,,,,,GGB14025_SGB14906,,,,,,H
27,27,,Coprococcus_comes,Anaerostipes_hadrus,,GGB9627_SGB15081,Ruminococcus_sp_AF46_10NS,,,Blautia_sp_MSK_20_85,,Intestinibacter_bartlettii,GGB9524_SGB14924,,Veillonella_dispar,Clostridium_butyricum,,,,,,,,,,,,,,W
28,28,,Parasutterella_excrementihominis,GGB3109_SGB4119,,Clostridium_butyricum,,,,Parasutterella_excrementihominis,,Clostridium_SGB4750,Alistipes_ihumii,,Firmicutes_bacterium_AF16_15,Erysipelatoclostridium_ramosum,,,,,,,,,,,,,,3
29,29,,GGB4684_SGB6478,Blautia_hansenii,,Blautia_producta,,,,Granulicatella_SGB8255,,Clostridiales_Family_XIII_bacterium_BX16,GGB3363_SGB4447,,Clostridiales_bacterium_Choco116,Streptococcus_thermophilus,,,,,,,,,,,,,,Phocaeicola_vulgatus
30,30,,Clostridiaceae_unclassified_SGB15090,Slackia_isoflavoniconvertens,,Klebsiella_pneumoniae,,,,,,Dorea_sp_AF24_7LB,Blautia_wexlerae,,Alistipes_sp_AF17_16,Clostridiales_bacterium_Choco116,,,,,,,,,,,,,,Prevotella_copri_clade_A
31,31,,Lacrimispora_celerecrescens,Veillonella_atypica,,,,,,,,Rheinheimera_SGB14999,Faecalibacillus_intestinalis,,Butyricicoccus_SGB14990,Faecalimonas_umbilicata,,,,,,,,,,,,,,Bacteroides_uniformis
32,32,,Enterocloster_bolteae,Enterocloster_bolteae,,,,,,,,Ruminococcus_sp_AF41_9,Bacteroides_stercoris,,Megasphaera_micronuciformis,Megasphaera_sp_NM10,,,,,,,,,,,,,,Bacteroides_ovatus
33,33,,Coprobacter_fastidiosus,Alistipes_finegoldii,,,,,,,,Romboutsia_timonensis,Blautia_stercoris,,Desulfovibrio_piger,Rothia_mucilaginosa,,,,,,,,,,,,,,Candidatus_Cibionibacter_quicibialis
34,34,,Megasphaera_micronuciformis,GGB3363_SGB4448,,,,,,,,Clostridiaceae_bacterium_Marseille_Q4143,Intestinibacter_bartlettii,,GGB9512_SGB14909,Eubacterium_rectale,,,,,,,,,,,,,,GGB51647_SGB4348
35,35,,Bacteroides_fragilis,Bacteroides_uniformis,,,,,,,,Veillonella_dispar,Clostridiaceae_bacterium_AF18_31LB,,GGB3653_SGB4964,Vescimonas_coprocola,,,,,,,,,,,,,,Bacteroides_thetaiotaomicron
36,36,,Ruminococcus_gnavus,GGB3304_SGB4367,,,,,,,,Lachnospiraceae_bacterium_BX3,Lachnospiraceae_bacterium_BX3,,Butyricimonas_faecihominis,Streptococcus_parasanguinis,,,,,,,,,,,,,,Parabacteroides_distasonis
37,37,,Eubacterium_ventriosum,Paraprevotella_clara,,,,,,,,Clostridia_bacterium_UC5_1_1E11,Ruminococcus_sp_AF41_9,,GGB3614_SGB4886,Eubacterium_SGB6276,,,,,,,,,,,,,,Bifidobacterium_adolescentis
38,38,,Clostridiaceae_bacterium,Butyricimonas_faecihominis,,,,,,,,,Anaerobutyricum_soehngenii,,Rothia_mucilaginosa,Enterococcus_faecalis,,,,,,,,,,,,,,Phascolarctobacterium_faecium
39,39,,Clostridiales_bacterium,Enterocloster_citroniae,,,,,,,,,Blautia_caecimuris,,Ruminococcus_sp_AF41_9,Alistipes_sp_AF17_16,,,,,,,,,,,,,,Ruminococcus_bicirculans
40,40,,GGB47687_SGB2286,Parabacteroides_distasonis,,,,,,,,,Clostridia_bacterium_UC5_1_1E11,,GGB34797_SGB14322,,,,,,,,,,,,,,,Collinsella_aerofaciens
41,41,,Paraprevotella_clara,Parasutterella_SGB9260,,,,,,,,,,,Faecalibacterium_SGB15315,,,,,,,,,,,,,,,Bacteroides_xylanisolvens
42,42,,Dysosmobacter_welbionis,Faecalimonas_umbilicata,,,,,,,,,,,Senegalimassilia_anaerobia,,,,,,,,,,,,,,,Clostridium_sp_1001270H_150608_G6
43,43,,GGB3278_SGB4328,GGB51269_SGB5062,,,,,,,,,,,GGB9595_SGB15019,,,,,,,,,,,,,,,GGB3304_SGB4367
44,44,,GGB9747_SGB15356,Phocaeicola_plebeius,,,,,,,,,,,Slackia_isoflavoniconvertens,,,,,,,,,,,,,,,Flavonifractor_plautii
45,45,,Odoribacter_splanchnicus,Bifidobacterium_adolescentis,,,,,,,,,,,Clostridium_butyricum,,,,,,,,,,,,,,,GGB9635_SGB15106
46,46,,GGB9636_SGB15107,GGB3277_SGB4327,,,,,,,,,,,GGB3109_SGB4119,,,,,,,,,,,,,,,Clostridium_SGB4750
47,47,,GGB9699_SGB15216,Faecalibacillus_intestinalis,,,,,,,,,,,,,,,,,,,,,,,,,,Bifidobacterium_pseudocatenulatum
48,48,,Erysipelatoclostridium_ramosum,Bacteroides_stercoris,,,,,,,,,,,,,,,,,,,,,,,,,,Firmicutes_bacterium_AF16_15
49,49,,GGB33469_SGB15236,Senegalimassilia_anaerobia,,,,,,,,,,,,,,,,,,,,,,,,,,Coprococcus_eutactus
50,50,,Oscillospiraceae_bacterium,Longicatena_caecimuris,,,,,,,,,,,,,,,,,,,,,,,,,,Anaerobutyricum_hallii
51,51,,Ruminococcus_callidus,GGB9712_SGB15244,,,,,,,,,,,,,,,,,,,,,,,,,,Holdemanella_porci
52,52,,GGB3256_SGB4303,Clostridium_sp_AT4,,,,,,,,,,,,,,,,,,,,,,,,,,Alistipes_finegoldii
53,53,,Clostridium_sp_AM49_4BH,Hungatella_hathewayi,,,,,,,,,,,,,,,,,,,,,,,,,,Phascolarctobacterium_succinatutens
54,54,,GGB79734_SGB15291,GGB33469_SGB15236,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_sp_AT4
55,55,,GGB3653_SGB4964,Streptococcus_gordonii,,,,,,,,,,,,,,,,,,,,,,,,,,Butyricimonas_SGB15260
56,56,,Eubacterium_SGB6276,Enterocloster_clostridioformis,,,,,,,,,,,,,,,,,,,,,,,,,,Coprococcus_comes
57,57,,GGB80011_SGB15265,Clostridium_scindens,,,,,,,,,,,,,,,,,,,,,,,,,,Parasutterella_excrementihominis
58,58,,Faecalimonas_umbilicata,Prevotella_copri_clade_C,,,,,,,,,,,,,,,,,,,,,,,,,,GGB4684_SGB6478
59,59,,Gemmiger_SGB15299,Candidatus_Cibionibacter_quicibialis,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiaceae_unclassified_SGB15090
60,60,,Enterocloster_clostridioformis,Coprobacter_fastidiosus,,,,,,,,,,,,,,,,,,,,,,,,,,Lacrimispora_celerecrescens
61,61,,GGB9708_SGB15233,Bacteroides_thetaiotaomicron,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocloster_bolteae
62,62,,Desulfovibrio_piger,Veillonella_dispar,,,,,,,,,,,,,,,,,,,,,,,,,,Coprobacter_fastidiosus
63,63,,GGB9642_SGB15119,Enterobacter_hormaechei,,,,,,,,,,,,,,,,,,,,,,,,,,Megasphaera_micronuciformis
64,64,,Slackia_isoflavoniconvertens,Lachnospiraceae_bacterium_BX3,,,,,,,,,,,,,,,,,,,,,,,,,,Bacteroides_fragilis
65,65,,GGB9760_SGB15374,Roseburia_intestinalis,,,,,,,,,,,,,,,,,,,,,,,,,,Ruminococcus_gnavus
66,66,,Blautia_luti,,,,,,,,,,,,,,,,,,,,,,,,,,,Eubacterium_ventriosum
67,67,,Enterococcus_faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiaceae_bacterium
68,68,,Gemella_sanguinis,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiales_bacterium
69,69,,Clostridium_symbiosum,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB47687_SGB2286
70,70,,Coprococcus_catus,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraprevotella_clara
71,71,,Blautia_glucerasea,,,,,,,,,,,,,,,,,,,,,,,,,,,Dysosmobacter_welbionis
72,72,,Holdemanella_biformis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3278_SGB4328
73,73,,Blautia_sp_Marseille_P3087,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9747_SGB15356
74,74,,Ellagibacter_isourolithinifaciens,,,,,,,,,,,,,,,,,,,,,,,,,,,Odoribacter_splanchnicus
75,75,,GGB34797_SGB14322,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9636_SGB15107
76,76,,Clostridium_SGB4909,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9699_SGB15216
77,77,,Anaerostipes_caccae,,,,,,,,,,,,,,,,,,,,,,,,,,,Erysipelatoclostridium_ramosum
78,78,,Oscillospiraceae_unclassified_SGB15256,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB33469_SGB15236
79,79,,Clostridiales_Family_XIII_bacterium_BX16,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscillospiraceae_bacterium
80,80,,GGB9767_SGB15385,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruminococcus_callidus
81,81,,GGB9712_SGB15244,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3256_SGB4303
82,82,,GGB9760_SGB15373,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_sp_AM49_4BH
83,83,,Enterocloster_aldenensis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB79734_SGB15291
84,84,,GGB3321_SGB4394,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3653_SGB4964
85,85,,GGB80140_SGB15224,,,,,,,,,,,,,,,,,,,,,,,,,,,Eubacterium_SGB6276
86,86,,Senegalimassilia_anaerobia,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB80011_SGB15265
87,87,,Eggerthella_lenta,,,,,,,,,,,,,,,,,,,,,,,,,,,Faecalimonas_umbilicata
88,88,,Oscillospiraceae_bacterium_Marseille_Q3528,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemmiger_SGB15299
89,89,,GGB3363_SGB4448,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocloster_clostridioformis
90,90,,GGB9634_SGB15093,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9708_SGB15233
91,91,,Eubacterium_sp_AF16_48,,,,,,,,,,,,,,,,,,,,,,,,,,,Desulfovibrio_piger
92,92,,Dorea_sp_AF24_7LB,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9642_SGB15119
93,93,,Clostridia_bacterium_UC5_1_1D1,,,,,,,,,,,,,,,,,,,,,,,,,,,Slackia_isoflavoniconvertens
94,94,,Rothia_mucilaginosa,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9760_SGB15374
95,95,,Blautia_caecimuris,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_luti
96,96,,GGB9293_SGB14250,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterococcus_faecalis
97,97,,Blautia_producta,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemella_sanguinis
98,98,,GGB9512_SGB14909,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_symbiosum
99,99,,Alistipes_ihumii,,,,,,,,,,,,,,,,,,,,,,,,,,,Coprococcus_catus
100,100,,GGB3109_SGB4119,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_glucerasea
101,101,,GGB3730_SGB5060,,,,,,,,,,,,,,,,,,,,,,,,,,,Holdemanella_biformis
102,102,,GGB3614_SGB4886,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_sp_Marseille_P3087
103,103,,Lawsonibacter_asaccharolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellagibacter_isourolithinifaciens
104,104,,Butyricicoccus_sp_AM29_23AC,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB34797_SGB14322
105,105,,Faecalibacterium_SGB15315,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_SGB4909
106,106,,GGB9559_SGB14969,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaerostipes_caccae
107,107,,Hungatella_hathewayi,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscillospiraceae_unclassified_SGB15256
108,108,,Clostridium_scindens,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiales_Family_XIII_bacterium_BX16
109,109,,Butyricimonas_faecihominis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9767_SGB15385
110,110,,GGB33928_SGB15225,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9712_SGB15244
111,111,,Enterocloster_citroniae,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9760_SGB15373
112,112,,Enterobacter_hormaechei,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocloster_aldenensis
113,113,,Blautia_hansenii,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3321_SGB4394
114,114,,Merdimonas_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB80140_SGB15224
115,115,,Dysosmobacter_sp_NSJ_60,,,,,,,,,,,,,,,,,,,,,,,,,,,Senegalimassilia_anaerobia
