,Unnamed: 0,target_study,Meta_iTL_all_cohort_lefse,Meta_iTL_all_cohort_MaAsLin,Meta_iTL_all_cohort_Ancom,FR-CRC_lefse,FR-CRC_MaAsLin,FR-CRC_Ancom,AT-CRC_lefse,AT-CRC_MaAsLin,AT-CRC_Ancom,ITA-CRC_lefse,ITA-CRC_MaAsLin,ITA-CRC_Ancom,JPN-CRC_lefse,JPN-CRC_MaAsLin,JPN-CRC_Ancom,US-CRC-2_lefse,US-CRC-2_MaAsLin,US-CRC-2_Ancom,US-CRC-3_lefse,US-CRC-3_MaAsLin,US-CRC-3_Ancom,CHN_WF-CRC_lefse,CHN_WF-CRC_MaAsLin,CHN_WF-CRC_Ancom,CHN_SH-CRC-3_lefse,CHN_SH-CRC-3_MaAsLin,CHN_SH-CRC-3_Ancom,Feature
30,30,,Blautia_luti,Ruminococcus_lactaris,,Clostridium_butyricum,Oscillospiraceae_bacterium_Marseille_Q3528,,,,,Romboutsia_timonensis,Romboutsia_timonensis,,,,,,,,,,,,,,,,,Ruminococcus_sp_BSD2780120874_150323_B10
31,31,,Enterobacter_hormaechei,Blautia_sp_MSK_20_85,,Lachnospiraceae_bacterium_AM48_27BH,GGB9708_SGB15233,,,,,Eubacterium_sp_AF16_48,Sutterella_wadsworthensis,,,,,,,,,,,,,,,,,Parabacteroides_distasonis
32,32,,GGB42994_SGB4746,Eisenbergiella_tayi,,GGB9293_SGB14250,Desulfovibrio_piger,,,,,Gemella_sanguinis,Gemella_sanguinis,,,,,,,,,,,,,,,,,Phascolarctobacterium_faecium
33,33,,GGB3653_SGB4964,Alistipes_sp_AF17_16,,GGB9713_SGB15249,GGB9713_SGB15249,,,,,,Streptococcus_vestibularis,,,,,,,,,,,,,,,,,Candidatus_Cibionibacter_quicibialis
34,34,,Slackia_isoflavoniconvertens,GGB33469_SGB15236,,GGB9602_SGB15028,GGB9602_SGB15028,,,,,,,,,,,,,,,,,,,,,,,Roseburia_intestinalis
35,35,,Alistipes_sp_AF17_16,Sutterella_wadsworthensis,,GGB80140_SGB15224,Lachnospiraceae_bacterium_OM04_12BH,,,,,,,,,,,,,,,,,,,,,,,Megamonas_funiformis
36,36,,Clostridium_sp_AM33_3,Ellagibacter_isourolithinifaciens,,Enterocloster_clostridioformis,GGB9293_SGB14250,,,,,,,,,,,,,,,,,,,,,,,Clostridium_sp_AM22_11AC
37,37,,Clostridiaceae_bacterium_Marseille_Q4145,Parabacteroides_goldsteinii,,GGB33469_SGB15236,Ruminococcus_callidus,,,,,,,,,,,,,,,,,,,,,,,Klebsiella_pneumoniae
38,38,,GGB9642_SGB15119,Slackia_isoflavoniconvertens,,GGB9707_SGB15229,GGB3321_SGB4394,,,,,,,,,,,,,,,,,,,,,,,GGB3256_SGB4303
39,39,,Coprococcus_catus,Desulfovibrio_piger,,Alistipes_ihumii,Clostridium_butyricum,,,,,,,,,,,,,,,,,,,,,,,Eubacterium_ventriosum
40,40,,Oscillospiraceae_unclassified_SGB15256,Ruminococcus_SGB4421,,Oscillospiraceae_bacterium_Marseille_Q3528,Alistipes_ihumii,,,,,,,,,,,,,,,,,,,,,,,Coprococcus_comes
41,41,,Enterococcus_faecalis,,,GGB33928_SGB15225,Methylobacterium_SGB15164,,,,,,,,,,,,,,,,,,,,,,,Bacteroides_xylanisolvens
42,42,,GGB9634_SGB15093,,,GGB9453_SGB14844,Blautia_producta,,,,,,,,,,,,,,,,,,,,,,,Butyricimonas_SGB15260
43,43,,Alistipes_ihumii,,,GGB9627_SGB15081,Enterocloster_clostridioformis,,,,,,,,,,,,,,,,,,,,,,,Clostridium_SGB4750
44,44,,GGB33469_SGB15236,,,Methylobacterium_SGB15164,Bacteroides_cellulosilyticus,,,,,,,,,,,,,,,,,,,,,,,Clostridium_fessum
45,45,,Clostridium_sp_AM42_4,,,GGB3321_SGB4394,,,,,,,,,,,,,,,,,,,,,,,,Oscillibacter_sp_ER4
46,46,,Clostridiales_Family_XIII_bacterium_BX16,,,GGB9621_SGB15073,,,,,,,,,,,,,,,,,,,,,,,,Anaerobutyricum_hallii
47,47,,GGB9712_SGB15244,,,GGB9559_SGB14969,,,,,,,,,,,,,,,,,,,,,,,,Lacrimispora_amygdalina
48,48,,Collinsella_SGB4121,,,,,,,,,,,,,,,,,,,,,,,,,,,Coprobacter_fastidiosus
49,49,,Desulfovibrio_piger,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiaceae_bacterium
50,50,,Senegalimassilia_anaerobia,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9699_SGB15216
51,51,,Clostridiales_bacterium_Choco116,,,,,,,,,,,,,,,,,,,,,,,,,,,Roseburia_inulinivorans
52,52,,GGB3614_SGB4886,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemmiger_SGB15299
53,53,,Dorea_sp_AF24_7LB,,,,,,,,,,,,,,,,,,,,,,,,,,,Flavonifractor_plautii
54,54,,Oscillospiraceae_bacterium_Marseille_Q3528,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocloster_bolteae
55,55,,GGB80140_SGB15224,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9636_SGB15107
56,56,,Clostridia_bacterium_UC5_1_1D1,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_sp_AM49_4BH
57,57,,Enterococcus_faecium,,,,,,,,,,,,,,,,,,,,,,,,,,,Erysipelatoclostridium_ramosum
58,58,,GGB3109_SGB4119,,,,,,,,,,,,,,,,,,,,,,,,,,,Faecalibacterium_SGB15315
59,59,,GGB9767_SGB15385,,,,,,,,,,,,,,,,,,,,,,,,,,,Blautia_luti
60,60,,Enterocloster_citroniae,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterobacter_hormaechei
61,61,,GGB9293_SGB14250,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB42994_SGB4746
62,62,,Eisenbergiella_tayi,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB3653_SGB4964
63,63,,GGB33928_SGB15225,,,,,,,,,,,,,,,,,,,,,,,,,,,Slackia_isoflavoniconvertens
64,64,,Ruminococcus_callidus,,,,,,,,,,,,,,,,,,,,,,,,,,,Alistipes_sp_AF17_16
65,65,,Alistipes_indistinctus,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridium_sp_AM33_3
66,66,,GGB9614_SGB15049,,,,,,,,,,,,,,,,,,,,,,,,,,,Clostridiaceae_bacterium_Marseille_Q4145
67,67,,GGB9760_SGB15373,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9642_SGB15119
68,68,,Merdimonas_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,,Coprococcus_catus
69,69,,Dysosmobacter_sp_NSJ_60,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscillospiraceae_unclassified_SGB15256
70,70,,Streptococcus_thermophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterococcus_faecalis
71,71,,Eubacterium_sp_AF16_48,,,,,,,,,,,,,,,,,,,,,,,,,,,GGB9634_SGB15093
