2025-01-17 22:50:54 INFO::Writing function arguments to log file
2025-01-17 22:50:54 DEBUG::Function arguments
2025-01-17 22:50:54 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_US-CRC-3_CHN_SH-CRC-2_CHN_SH-CRC-3_CHN_WF-CRC/S0.4/CHN_SH-CRC-2_MaAslin
2025-01-17 22:50:54 DEBUG::Min Abundance: 0.000000
2025-01-17 22:50:54 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:50:54 DEBUG::Normalization: NONE
2025-01-17 22:50:54 DEBUG::Transform: LOG
2025-01-17 22:50:54 DEBUG::Analysis method: LM
2025-01-17 22:50:54 DEBUG::Max significance: 0.250000
2025-01-17 22:50:54 DEBUG::Random effects:
2025-01-17 22:50:54 DEBUG::Fixed effects: Group
2025-01-17 22:50:54 DEBUG::Correction method: BH
2025-01-17 22:50:54 DEBUG::Standardize: TRUE
2025-01-17 22:50:54 DEBUG::Cores: 1
2025-01-17 22:50:54 INFO::Verifying options selected are valid
2025-01-17 22:50:54 INFO::Determining format of input files
2025-01-17 22:50:54 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:50:54 DEBUG::A total of 5 samples were found in both the data and metadata
2025-01-17 22:50:54 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:50:55 INFO::Fitting model to feature number 5, Phocaeicola_vulgatus
2025-01-17 22:50:55 WARNING::Fitting problem for feature 5 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 6, Bacteroides_uniformis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 6 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 7, GGB3619_SGB4894
2025-01-17 22:50:55 WARNING::Fitting problem for feature 7 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 8, Bacteroides_cellulosilyticus
2025-01-17 22:50:55 WARNING::Fitting problem for feature 8 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 9, Phocaeicola_massiliensis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 9 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 10, GGB4684_SGB6478
2025-01-17 22:50:55 WARNING::Fitting problem for feature 10 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 11, Clostridium_sp_1001270H_150608_G6
2025-01-17 22:50:55 WARNING::Fitting problem for feature 11 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 12, Akkermansia_muciniphila
2025-01-17 22:50:55 WARNING::Fitting problem for feature 12 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 13, GGB3277_SGB4327
2025-01-17 22:50:55 WARNING::Fitting problem for feature 13 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 14, Alistipes_putredinis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 14 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 15, Enterocloster_SGB14313
2025-01-17 22:50:55 WARNING::Fitting problem for feature 15 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 16, GGB9758_SGB15368
2025-01-17 22:50:55 WARNING::Fitting problem for feature 16 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 17, Roseburia_inulinivorans
2025-01-17 22:50:55 WARNING::Fitting problem for feature 17 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 18, Ruminococcus_lactaris
2025-01-17 22:50:55 WARNING::Fitting problem for feature 18 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 19, Bacteroides_xylanisolvens
2025-01-17 22:50:55 WARNING::Fitting problem for feature 19 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 20, Clostridium_sp_AM49_4BH
2025-01-17 22:50:55 WARNING::Fitting problem for feature 20 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 21, Lachnospira_sp_NSJ_43
2025-01-17 22:50:55 WARNING::Fitting problem for feature 21 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 22, GGB3256_SGB4303
2025-01-17 22:50:55 WARNING::Fitting problem for feature 22 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 23, Paraprevotella_clara
2025-01-17 22:50:55 WARNING::Fitting problem for feature 23 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 24, Eubacterium_SGB6276
2025-01-17 22:50:55 WARNING::Fitting problem for feature 24 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 25, Eubacterium_ventriosum
2025-01-17 22:50:55 WARNING::Fitting problem for feature 25 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 26, GGB9345_SGB14311
2025-01-17 22:50:55 WARNING::Fitting problem for feature 26 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 27, Odoribacter_splanchnicus
2025-01-17 22:50:55 WARNING::Fitting problem for feature 27 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 28, Dorea_longicatena
2025-01-17 22:50:55 WARNING::Fitting problem for feature 28 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 29, Parabacteroides_distasonis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 29 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 30, Faecalibacterium_prausnitzii
2025-01-17 22:50:55 WARNING::Fitting problem for feature 30 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 31, Roseburia_faecis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 31 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 32, Coprococcus_comes
2025-01-17 22:50:55 WARNING::Fitting problem for feature 32 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 33, Barnesiella_intestinihominis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 33 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 34, GGB3746_SGB5089
2025-01-17 22:50:55 WARNING::Fitting problem for feature 34 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 35, Intestinibacter_bartlettii
2025-01-17 22:50:55 WARNING::Fitting problem for feature 35 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 36, Desulfovibrio_SGB5077
2025-01-17 22:50:55 WARNING::Fitting problem for feature 36 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 37, Firmicutes_bacterium_AF16_15
2025-01-17 22:50:55 WARNING::Fitting problem for feature 37 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 38, Bacteroides_caccae
2025-01-17 22:50:55 WARNING::Fitting problem for feature 38 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 39, Ruminococcus_torques
2025-01-17 22:50:55 WARNING::Fitting problem for feature 39 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 40, GGB9342_SGB14306
2025-01-17 22:50:55 WARNING::Fitting problem for feature 40 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 41, Clostridium_sp_AF12_28
2025-01-17 22:50:55 WARNING::Fitting problem for feature 41 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 42, Bacteroides_finegoldii
2025-01-17 22:50:55 WARNING::Fitting problem for feature 42 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 43, Dorea_formicigenerans
2025-01-17 22:50:55 WARNING::Fitting problem for feature 43 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 44, Veillonella_rogosae
2025-01-17 22:50:55 WARNING::Fitting problem for feature 44 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 45, Clostridium_sp_1001270J_160509_D11
2025-01-17 22:50:55 WARNING::Fitting problem for feature 45 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 46, Phocaeicola_dorei
2025-01-17 22:50:55 WARNING::Fitting problem for feature 46 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 47, Ruminococcus_bicirculans
2025-01-17 22:50:55 WARNING::Fitting problem for feature 47 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 48, Bacteroides_ovatus
2025-01-17 22:50:55 WARNING::Fitting problem for feature 48 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 49, Lachnospiraceae_bacterium
2025-01-17 22:50:55 WARNING::Fitting problem for feature 49 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 50, Faecalibacillus_intestinalis
2025-01-17 22:50:55 WARNING::Fitting problem for feature 50 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 51, Blautia_wexlerae
2025-01-17 22:50:55 WARNING::Fitting problem for feature 51 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 52, Eubacterium_siraeum
2025-01-17 22:50:55 WARNING::Fitting problem for feature 52 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 53, Eubacteriaceae_bacterium
2025-01-17 22:50:55 WARNING::Fitting problem for feature 53 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 54, GGB3653_SGB4964
2025-01-17 22:50:55 WARNING::Fitting problem for feature 54 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 55, Staphylococcus_SGB6340
2025-01-17 22:50:55 WARNING::Fitting problem for feature 55 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 56, Parabacteroides_merdae
2025-01-17 22:50:55 WARNING::Fitting problem for feature 56 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 57, Phascolarctobacterium_faecium
2025-01-17 22:50:55 WARNING::Fitting problem for feature 57 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 58, Clostridiaceae_bacterium
2025-01-17 22:50:55 WARNING::Fitting problem for feature 58 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 59, Faecalicatena_fissicatena
2025-01-17 22:50:55 WARNING::Fitting problem for feature 59 returning NA
2025-01-17 22:50:55 INFO::Fitting model to feature number 60, GGB51269_SGB5062
2025-01-17 22:50:56 WARNING::Fitting problem for feature 60 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 61, Blautia_sp_Marseille_P3087
2025-01-17 22:50:56 WARNING::Fitting problem for feature 61 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 62, Butyricimonas_virosa
2025-01-17 22:50:56 WARNING::Fitting problem for feature 62 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 63, Escherichia_coli
2025-01-17 22:50:56 WARNING::Fitting problem for feature 63 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 64, Bacteroides_stercoris
2025-01-17 22:50:56 WARNING::Fitting problem for feature 64 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 65, GGB9747_SGB15356
2025-01-17 22:50:56 WARNING::Fitting problem for feature 65 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 66, Clostridiales_bacterium_KLE1615
2025-01-17 22:50:56 WARNING::Fitting problem for feature 66 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 67, Blautia_faecis
2025-01-17 22:50:56 WARNING::Fitting problem for feature 67 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 68, GGB9512_SGB14909
2025-01-17 22:50:56 WARNING::Fitting problem for feature 68 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 69, Candidatus_Cibionibacter_quicibialis
2025-01-17 22:50:56 WARNING::Fitting problem for feature 69 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 70, Blautia_obeum
2025-01-17 22:50:56 WARNING::Fitting problem for feature 70 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 71, Anaerostipes_hadrus
2025-01-17 22:50:56 WARNING::Fitting problem for feature 71 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 72, Lachnospiraceae_bacterium_AM48_27BH
2025-01-17 22:50:56 WARNING::Fitting problem for feature 72 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 73, Bacteroides_salyersiae
2025-01-17 22:50:56 WARNING::Fitting problem for feature 73 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 74, Fusicatenibacter_saccharivorans
2025-01-17 22:50:56 WARNING::Fitting problem for feature 74 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 75, Anaerobutyricum_hallii
2025-01-17 22:50:56 WARNING::Fitting problem for feature 75 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 76, Clostridium_fessum
2025-01-17 22:50:56 WARNING::Fitting problem for feature 76 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 77, Lachnospira_eligens
2025-01-17 22:50:56 WARNING::Fitting problem for feature 77 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 78, Clostridium_sp_AF34_10BH
2025-01-17 22:50:56 WARNING::Fitting problem for feature 78 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 79, Eubacterium_sp_AF16_48
2025-01-17 22:50:56 WARNING::Fitting problem for feature 79 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 80, Lachnospiraceae_bacterium_BX3
2025-01-17 22:50:56 WARNING::Fitting problem for feature 80 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 81, Streptococcus_salivarius
2025-01-17 22:50:56 WARNING::Fitting problem for feature 81 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 82, Clostridiaceae_unclassified_SGB4771
2025-01-17 22:50:56 WARNING::Fitting problem for feature 82 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 83, Haemophilus_parainfluenzae
2025-01-17 22:50:56 WARNING::Fitting problem for feature 83 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 84, Bacteroides_clarus
2025-01-17 22:50:56 WARNING::Fitting problem for feature 84 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 85, Roseburia_hominis
2025-01-17 22:50:56 WARNING::Fitting problem for feature 85 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 86, Blautia_SGB4815
2025-01-17 22:50:56 WARNING::Fitting problem for feature 86 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 87, Parasutterella_excrementihominis
2025-01-17 22:50:56 WARNING::Fitting problem for feature 87 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 88, GGB9712_SGB15244
2025-01-17 22:50:56 WARNING::Fitting problem for feature 88 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 89, Clostridium_sp_AF20_17LB
2025-01-17 22:50:56 WARNING::Fitting problem for feature 89 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 90, Clostridium_sp_AM22_11AC
2025-01-17 22:50:56 WARNING::Fitting problem for feature 90 returning NA
2025-01-17 22:50:56 INFO::Fitting model to feature number 91, Clostridiaceae_bacterium_AF18_31LB
2025-01-17 22:50:57 WARNING::Fitting problem for feature 91 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 92, Clostridiaceae_bacterium_Marseille_Q4149
2025-01-17 22:50:57 WARNING::Fitting problem for feature 92 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 93, Collinsella_SGB14861
2025-01-17 22:50:57 WARNING::Fitting problem for feature 93 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 94, Lacrimispora_celerecrescens
2025-01-17 22:50:57 WARNING::Fitting problem for feature 94 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 95, Roseburia_sp_AM16_25
2025-01-17 22:50:57 WARNING::Fitting problem for feature 95 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 96, Clostridium_sp_AF36_4
2025-01-17 22:50:57 WARNING::Fitting problem for feature 96 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 97, Oscillospiraceae_bacterium_Marseille_Q3528
2025-01-17 22:50:57 WARNING::Fitting problem for feature 97 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 98, Dysosmobacter_sp_BX15
2025-01-17 22:50:57 WARNING::Fitting problem for feature 98 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 99, Coprobacter_fastidiosus
2025-01-17 22:50:57 WARNING::Fitting problem for feature 99 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 100, Coprococcus_catus
2025-01-17 22:50:57 WARNING::Fitting problem for feature 100 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 101, Butyricicoccus_sp_AM29_23AC
2025-01-17 22:50:57 WARNING::Fitting problem for feature 101 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 102, Dorea_sp_AF24_7LB
2025-01-17 22:50:57 WARNING::Fitting problem for feature 102 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 103, GGB2982_SGB3964
2025-01-17 22:50:57 WARNING::Fitting problem for feature 103 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 104, Faecalibacterium_SGB15346
2025-01-17 22:50:57 WARNING::Fitting problem for feature 104 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 105, Catenibacterium_SGB4425
2025-01-17 22:50:57 WARNING::Fitting problem for feature 105 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 106, Clostridium_sp_AF34_13
2025-01-17 22:50:57 WARNING::Fitting problem for feature 106 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 107, Eubacterium_ramulus
2025-01-17 22:50:57 WARNING::Fitting problem for feature 107 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 108, Alistipes_shahii
2025-01-17 22:50:57 WARNING::Fitting problem for feature 108 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 109, GGB80011_SGB15267
2025-01-17 22:50:57 WARNING::Fitting problem for feature 109 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 110, GGB2653_SGB3574
2025-01-17 22:50:57 WARNING::Fitting problem for feature 110 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 111, Clostridium_sp_AM33_3
2025-01-17 22:50:57 WARNING::Fitting problem for feature 111 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 112, Blautia_massiliensis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 112 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 113, GGB9708_SGB15233
2025-01-17 22:50:57 WARNING::Fitting problem for feature 113 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 114, Lacrimispora_amygdalina
2025-01-17 22:50:57 WARNING::Fitting problem for feature 114 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 115, Blautia_glucerasea
2025-01-17 22:50:57 WARNING::Fitting problem for feature 115 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 116, Agathobaculum_butyriciproducens
2025-01-17 22:50:57 WARNING::Fitting problem for feature 116 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 117, Alistipes_onderdonkii
2025-01-17 22:50:57 WARNING::Fitting problem for feature 117 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 118, Clostridiaceae_bacterium_Marseille_Q4143
2025-01-17 22:50:57 WARNING::Fitting problem for feature 118 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 119, GGB33469_SGB15236
2025-01-17 22:50:57 WARNING::Fitting problem for feature 119 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 120, Turicibacter_bilis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 120 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 121, GGB79734_SGB15291
2025-01-17 22:50:57 WARNING::Fitting problem for feature 121 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 122, Hydrogenoanaerobacterium_saccharovorans
2025-01-17 22:50:57 WARNING::Fitting problem for feature 122 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 123, Blautia_luti
2025-01-17 22:50:57 WARNING::Fitting problem for feature 123 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 124, Oscillibacter_sp_ER4
2025-01-17 22:50:57 WARNING::Fitting problem for feature 124 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 125, Clostridiaceae_bacterium_Marseille_Q4145
2025-01-17 22:50:57 WARNING::Fitting problem for feature 125 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 126, Clostridiales_Family_XIII_bacterium_BX16
2025-01-17 22:50:57 WARNING::Fitting problem for feature 126 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 127, GGB9713_SGB15249
2025-01-17 22:50:57 WARNING::Fitting problem for feature 127 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 128, Klebsiella_pneumoniae
2025-01-17 22:50:57 WARNING::Fitting problem for feature 128 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 129, Roseburia_sp_AF02_12
2025-01-17 22:50:57 WARNING::Fitting problem for feature 129 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 130, Waltera_intestinalis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 130 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 131, Dorea_sp_AF36_15AT
2025-01-17 22:50:57 WARNING::Fitting problem for feature 131 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 132, Bilophila_wadsworthia
2025-01-17 22:50:57 WARNING::Fitting problem for feature 132 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 133, Romboutsia_timonensis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 133 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 134, GGB9559_SGB14969
2025-01-17 22:50:57 WARNING::Fitting problem for feature 134 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 135, Clostridium_SGB4751
2025-01-17 22:50:57 WARNING::Fitting problem for feature 135 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 136, Lachnospiraceae_bacterium_Marseille_Q4251
2025-01-17 22:50:57 WARNING::Fitting problem for feature 136 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 137, Bifidobacterium_longum
2025-01-17 22:50:57 WARNING::Fitting problem for feature 137 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 138, Negativibacillus_massiliensis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 138 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 139, GGB9699_SGB15216
2025-01-17 22:50:57 WARNING::Fitting problem for feature 139 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 140, Sutterella_wadsworthensis
2025-01-17 22:50:57 WARNING::Fitting problem for feature 140 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 141, Lachnospiraceae_bacterium_OM04_12BH
2025-01-17 22:50:57 WARNING::Fitting problem for feature 141 returning NA
2025-01-17 22:50:57 INFO::Fitting model to feature number 142, GGB9293_SGB14250
2025-01-17 22:50:58 WARNING::Fitting problem for feature 142 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 143, Clostridium_SGB4750
2025-01-17 22:50:58 WARNING::Fitting problem for feature 143 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 144, GGB9707_SGB15229
2025-01-17 22:50:58 WARNING::Fitting problem for feature 144 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 145, Roseburia_intestinalis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 145 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 146, GGB9608_SGB15041
2025-01-17 22:50:58 WARNING::Fitting problem for feature 146 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 147, GGB9760_SGB15374
2025-01-17 22:50:58 WARNING::Fitting problem for feature 147 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 148, Butyricimonas_paravirosa
2025-01-17 22:50:58 WARNING::Fitting problem for feature 148 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 149, Alistipes_communis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 149 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 150, Bifidobacterium_adolescentis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 150 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 151, Prevotella_copri_clade_C
2025-01-17 22:50:58 WARNING::Fitting problem for feature 151 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 152, Bifidobacterium_bifidum
2025-01-17 22:50:58 WARNING::Fitting problem for feature 152 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 153, Ruminococcus_callidus
2025-01-17 22:50:58 WARNING::Fitting problem for feature 153 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 154, Prevotella_copri_clade_A
2025-01-17 22:50:58 WARNING::Fitting problem for feature 154 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 155, Collinsella_aerofaciens
2025-01-17 22:50:58 WARNING::Fitting problem for feature 155 returning NA
2025-01-17 22:50:58 INFO::Fitting model to feature number 156, Gemmiger_formicilis
2025-01-17 22:50:58 WARNING::Fitting problem for feature 156 returning NA
