2025-01-17 22:16:24 INFO::Writing function arguments to log file
2025-01-17 22:16:24 DEBUG::Function arguments
2025-01-17 22:16:24 DEBUG::Output folder: G:/deeplearning/CRC/benchmarker/code/Meta_iTL/Result/feature//TL/Meta_iTL/FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2/S0.3/US-CRC-2_MaAslin
2025-01-17 22:16:24 DEBUG::Min Abundance: 0.000000
2025-01-17 22:16:24 DEBUG::Min Prevalence: 0.000000
2025-01-17 22:16:24 DEBUG::Normalization: NONE
2025-01-17 22:16:24 DEBUG::Transform: LOG
2025-01-17 22:16:24 DEBUG::Analysis method: LM
2025-01-17 22:16:24 DEBUG::Max significance: 0.250000
2025-01-17 22:16:24 DEBUG::Random effects:
2025-01-17 22:16:24 DEBUG::Fixed effects: Group
2025-01-17 22:16:24 DEBUG::Correction method: BH
2025-01-17 22:16:24 DEBUG::Standardize: TRUE
2025-01-17 22:16:24 DEBUG::Cores: 1
2025-01-17 22:16:24 INFO::Verifying options selected are valid
2025-01-17 22:16:24 INFO::Determining format of input files
2025-01-17 22:16:24 INFO::Input format is data samples as rows and metadata samples as rows
2025-01-17 22:16:24 DEBUG::A total of 5 samples were found in both the data and metadata
2025-01-17 22:16:24 DEBUG::Reordering data/metadata to use same sample ordering
2025-01-17 22:16:25 INFO::Fitting model to feature number 59, Clostridium_sp_AF34_10BH
2025-01-17 22:16:26 WARNING::Fitting problem for feature 59 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 60, Eubacterium_sp_AF16_48
2025-01-17 22:16:26 WARNING::Fitting problem for feature 60 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 61, Streptococcus_salivarius
2025-01-17 22:16:26 WARNING::Fitting problem for feature 61 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 62, Roseburia_hominis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 62 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 63, Blautia_SGB4815
2025-01-17 22:16:26 WARNING::Fitting problem for feature 63 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 64, GGB9712_SGB15244
2025-01-17 22:16:26 WARNING::Fitting problem for feature 64 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 65, Clostridiaceae_bacterium_AF18_31LB
2025-01-17 22:16:26 WARNING::Fitting problem for feature 65 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 66, Clostridiaceae_bacterium_Marseille_Q4149
2025-01-17 22:16:26 WARNING::Fitting problem for feature 66 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 67, Collinsella_SGB14861
2025-01-17 22:16:26 WARNING::Fitting problem for feature 67 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 68, Lacrimispora_celerecrescens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 68 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 69, Clostridium_sp_AF36_4
2025-01-17 22:16:26 WARNING::Fitting problem for feature 69 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 70, Dysosmobacter_sp_BX15
2025-01-17 22:16:26 WARNING::Fitting problem for feature 70 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 71, Coprococcus_catus
2025-01-17 22:16:26 WARNING::Fitting problem for feature 71 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 72, Butyricicoccus_sp_AM29_23AC
2025-01-17 22:16:26 WARNING::Fitting problem for feature 72 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 73, Dorea_sp_AF24_7LB
2025-01-17 22:16:26 WARNING::Fitting problem for feature 73 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 74, GGB2982_SGB3964
2025-01-17 22:16:26 WARNING::Fitting problem for feature 74 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 75, Faecalibacterium_SGB15346
2025-01-17 22:16:26 WARNING::Fitting problem for feature 75 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 76, Eubacterium_ramulus
2025-01-17 22:16:26 WARNING::Fitting problem for feature 76 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 77, Clostridium_saudiense
2025-01-17 22:16:26 WARNING::Fitting problem for feature 77 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 78, Alistipes_shahii
2025-01-17 22:16:26 WARNING::Fitting problem for feature 78 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 79, GGB80011_SGB15267
2025-01-17 22:16:26 WARNING::Fitting problem for feature 79 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 80, Blautia_massiliensis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 80 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 81, Blautia_glucerasea
2025-01-17 22:16:26 WARNING::Fitting problem for feature 81 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 82, Agathobaculum_butyriciproducens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 82 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 83, GGB33469_SGB15236
2025-01-17 22:16:26 WARNING::Fitting problem for feature 83 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 84, Turicibacter_bilis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 84 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 85, Hydrogenoanaerobacterium_saccharovorans
2025-01-17 22:16:26 WARNING::Fitting problem for feature 85 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 86, Desulfovibrio_piger
2025-01-17 22:16:26 WARNING::Fitting problem for feature 86 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 87, Oscillibacter_sp_ER4
2025-01-17 22:16:26 WARNING::Fitting problem for feature 87 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 88, Clostridiales_Family_XIII_bacterium_BX16
2025-01-17 22:16:26 WARNING::Fitting problem for feature 88 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 89, GGB9713_SGB15249
2025-01-17 22:16:26 WARNING::Fitting problem for feature 89 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 90, GGB9602_SGB15028
2025-01-17 22:16:26 WARNING::Fitting problem for feature 90 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 91, Oscillospiraceae_unclassified_SGB15256
2025-01-17 22:16:26 WARNING::Fitting problem for feature 91 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 92, GGB9602_SGB15031
2025-01-17 22:16:26 WARNING::Fitting problem for feature 92 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 93, Waltera_intestinalis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 93 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 94, Dorea_sp_AF36_15AT
2025-01-17 22:16:26 WARNING::Fitting problem for feature 94 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 95, Bilophila_wadsworthia
2025-01-17 22:16:26 WARNING::Fitting problem for feature 95 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 96, GGB9677_SGB15180
2025-01-17 22:16:26 WARNING::Fitting problem for feature 96 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 97, Romboutsia_timonensis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 97 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 98, Bifidobacterium_longum
2025-01-17 22:16:26 WARNING::Fitting problem for feature 98 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 99, GGB9699_SGB15216
2025-01-17 22:16:26 WARNING::Fitting problem for feature 99 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 100, Roseburia_intestinalis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 100 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 101, GGB9608_SGB15041
2025-01-17 22:16:26 WARNING::Fitting problem for feature 101 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 102, Oscillospiraceae_bacterium
2025-01-17 22:16:26 WARNING::Fitting problem for feature 102 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 103, GGB9760_SGB15374
2025-01-17 22:16:26 WARNING::Fitting problem for feature 103 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 104, Bifidobacterium_adolescentis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 104 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 105, Prevotella_copri_clade_C
2025-01-17 22:16:26 WARNING::Fitting problem for feature 105 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 106, Bifidobacterium_bifidum
2025-01-17 22:16:26 WARNING::Fitting problem for feature 106 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 107, Ruminococcus_callidus
2025-01-17 22:16:26 WARNING::Fitting problem for feature 107 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 108, Prevotella_copri_clade_A
2025-01-17 22:16:26 WARNING::Fitting problem for feature 108 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 109, Collinsella_aerofaciens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 109 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 110, Gemmiger_formicilis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 110 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 111, GGB9760_SGB15373
2025-01-17 22:16:26 WARNING::Fitting problem for feature 111 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 112, GGB9642_SGB15119
2025-01-17 22:16:26 WARNING::Fitting problem for feature 112 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 113, GGB34797_SGB14322
2025-01-17 22:16:26 WARNING::Fitting problem for feature 113 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 114, GGB9759_SGB15370
2025-01-17 22:16:26 WARNING::Fitting problem for feature 114 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 115, Slackia_isoflavoniconvertens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 115 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 116, Ruminococcus_sp_AF41_9
2025-01-17 22:16:26 WARNING::Fitting problem for feature 116 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 117, Streptococcus_parasanguinis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 117 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 118, GGB80011_SGB15265
2025-01-17 22:16:26 WARNING::Fitting problem for feature 118 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 119, Rothia_mucilaginosa
2025-01-17 22:16:26 WARNING::Fitting problem for feature 119 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 120, Gemmiger_SGB15295
2025-01-17 22:16:26 WARNING::Fitting problem for feature 120 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 121, Phocaeicola_SGB6473
2025-01-17 22:16:26 WARNING::Fitting problem for feature 121 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 122, Clostridium_leptum
2025-01-17 22:16:26 WARNING::Fitting problem for feature 122 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 123, Eggerthella_lenta
2025-01-17 22:16:26 WARNING::Fitting problem for feature 123 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 124, Bifidobacterium_pseudocatenulatum
2025-01-17 22:16:26 WARNING::Fitting problem for feature 124 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 125, GGB3304_SGB4367
2025-01-17 22:16:26 WARNING::Fitting problem for feature 125 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 126, Phascolarctobacterium_succinatutens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 126 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 127, Anaerobutyricum_soehngenii
2025-01-17 22:16:26 WARNING::Fitting problem for feature 127 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 128, GGB51647_SGB4348
2025-01-17 22:16:26 WARNING::Fitting problem for feature 128 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 129, GGB9708_SGB15234
2025-01-17 22:16:26 WARNING::Fitting problem for feature 129 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 130, Streptococcus_gordonii
2025-01-17 22:16:26 WARNING::Fitting problem for feature 130 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 131, Ruthenibacterium_lactatiformans
2025-01-17 22:16:26 WARNING::Fitting problem for feature 131 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 132, Clostridium_butyricum
2025-01-17 22:16:26 WARNING::Fitting problem for feature 132 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 133, Enterococcus_faecalis
2025-01-17 22:16:26 WARNING::Fitting problem for feature 133 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 134, GGB9770_SGB15390
2025-01-17 22:16:26 WARNING::Fitting problem for feature 134 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 135, Clostridium_scindens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 135 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 136, GGB9719_SGB15272
2025-01-17 22:16:26 WARNING::Fitting problem for feature 136 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 137, Clostridium_SGB6179
2025-01-17 22:16:26 WARNING::Fitting problem for feature 137 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 138, Anaeromassilibacillus_sp_An250
2025-01-17 22:16:26 WARNING::Fitting problem for feature 138 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 139, Bifidobacterium_dentium
2025-01-17 22:16:26 WARNING::Fitting problem for feature 139 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 140, Adlercreutzia_equolifaciens
2025-01-17 22:16:26 WARNING::Fitting problem for feature 140 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 141, Evtepia_gabavorous
2025-01-17 22:16:26 WARNING::Fitting problem for feature 141 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 142, Ruminococcus_gnavus
2025-01-17 22:16:26 WARNING::Fitting problem for feature 142 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 143, Mediterraneibacter_glycyrrhizinilyticus
2025-01-17 22:16:26 WARNING::Fitting problem for feature 143 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 144, Clostridiaceae_bacterium_Marseille_Q3526
2025-01-17 22:16:26 WARNING::Fitting problem for feature 144 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 145, Clostridia_bacterium
2025-01-17 22:16:26 WARNING::Fitting problem for feature 145 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 146, Clostridia_bacterium_UC5_1_1D1
2025-01-17 22:16:26 WARNING::Fitting problem for feature 146 returning NA
2025-01-17 22:16:26 INFO::Fitting model to feature number 147, Butyricimonas_SGB15260
2025-01-17 22:16:27 WARNING::Fitting problem for feature 147 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 148, Bacteroides_eggerthii
2025-01-17 22:16:27 WARNING::Fitting problem for feature 148 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 149, Acidaminococcus_intestini
2025-01-17 22:16:27 WARNING::Fitting problem for feature 149 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 150, GGB3363_SGB4448
2025-01-17 22:16:27 WARNING::Fitting problem for feature 150 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 151, Blautia_stercoris
2025-01-17 22:16:27 WARNING::Fitting problem for feature 151 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 152, Bacteroides_intestinalis
2025-01-17 22:16:27 WARNING::Fitting problem for feature 152 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 153, Enterobacter_hormaechei
2025-01-17 22:16:27 WARNING::Fitting problem for feature 153 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 154, Sanguibacter_SGB15121
2025-01-17 22:16:27 WARNING::Fitting problem for feature 154 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 155, Vescimonas_SGB15087
2025-01-17 22:16:27 WARNING::Fitting problem for feature 155 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 156, Turicibacter_sanguinis
2025-01-17 22:16:27 WARNING::Fitting problem for feature 156 returning NA
2025-01-17 22:16:27 INFO::Fitting model to feature number 157, Sellimonas_intestinalis
2025-01-17 22:16:27 WARNING::Fitting problem for feature 157 returning NA
